brand,os,utility,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,core,hdmi,mcr,wifi,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,num_of_cell,battery_capacity,pixel_width,pixel_height,usb2,type_c,processor_brand,processor_model,processor_gen,price
16.0,2.0,3.0,1.0,2.0,157,1.0,1,0,8,0,512,1.0,8.0,4.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,2,0,2.0,19.0,11.0,35990.0
16.0,2.0,2.0,2.0,0.0,255,1.0,1,0,64,0,4096,2.0,36.0,24.0,1,1,1,1,1,0,1,1,1,4.0,99.0,3840.0,2160.0,0,0,2.0,21.0,13.0,569990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,0,0,8,0,512,0.0,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,40.0,1920.0,1080.0,0,0,0.0,4.0,7.0,34990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,8.0,1,0,1,1,1,1,0,1,0,3.0,50.0,1920.0,1080.0,0,0,2.0,19.0,13.0,62990.0
3.0,0.0,3.0,1.0,0.0,254,1.0,1,0,32,0,1024,1.0,12.0,12.0,1,1,1,1,1,1,0,0,1,6.0,100.0,3456.0,2234.0,0,3,1.0,11.0,2.0,322490.0
21.0,2.0,0.0,1.0,2.0,157,1.0,1,0,8,0,512,1.0,12.0,12.0,1,1,1,1,1,0,1,0,0,4.0,70.58211920529801,1920.0,1080.0,0,0,2.0,19.0,13.0,69990.0
15.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,8.0,4.0,1,0,1,1,1,0,0,1,0,3.0,45.0,1920.0,1080.0,0,0,0.0,4.0,5.0,57990.0
10.0,1.0,1.0,1.0,2.0,112,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,0,0.0,1.0,5.0,25999.0
11.0,2.0,3.0,1.0,2.0,141,1.0,0,0,8,0,512,0.0,8.0,6.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,0.0,4.0,5.0,34990.0
15.0,2.0,3.0,1.0,1.0,147,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,0.0,1.0,5.0,30790.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,2.0,19.0,11.0,61990.0
3.0,0.0,3.0,1.0,2.0,224,1.0,0,0,8,0,256,1.0,16.0,8.0,0,0,1,1,1,1,0,0,1,4.0,52.6,2560.0,1664.0,0,2,1.0,11.0,2.0,94990.0
21.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,12.0,10.0,0,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1080.0,2,0,2.0,19.0,12.0,63990.0
4.0,1.0,3.0,1.0,2.0,135,1.0,1,0,4,64,0,1.0,4.0,2.0,0,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1366.0,768.0,0,0,2.0,14.0,3.0,11990.0
20.0,2.0,1.0,1.0,2.0,157,2.0,1,0,8,0,256,1.0,6.0,2.0,0,0,1,1,1,0,1,0,0,2.0,39.840625,1440.0,2160.0,0,0,2.0,18.0,11.0,32990.0
15.0,2.0,0.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,5.0,0,0,0,1,1,0,0,0,0,3.0,47.0,1920.0,1080.0,0,0,2.0,18.0,13.0,44690.0
2.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,6.0,2.0,1,1,1,0,1,0,0,1,0,3.0,36.0,1920.0,1080.0,1,0,2.0,18.0,11.0,36990.0
15.0,2.0,3.0,1.0,2.0,243,0.0,0,1,16,0,1024,0.0,16.0,8.0,1,0,1,1,1,1,1,0,0,4.0,70.58211920529801,2880.0,1800.0,0,0,0.0,5.0,7.0,94990.0
4.0,2.0,3.0,1.0,2.0,323,0.0,0,1,16,0,512,1.0,18.0,12.0,1,0,1,1,1,1,1,0,0,3.0,63.0,3840.0,2400.0,0,0,2.0,19.0,12.0,74990.0
2.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,8.0,1,0,1,1,1,0,1,1,0,3.0,50.0,1920.0,1080.0,0,0,2.0,19.0,12.0,57990.0
15.0,2.0,2.0,1.0,0.0,236,0.0,1,0,32,0,1024,2.0,36.0,24.0,1,1,1,1,1,1,0,1,0,6.0,99.0,3200.0,2000.0,0,0,2.0,21.0,13.0,399999.0
15.0,2.0,3.0,1.0,1.0,157,1.0,1,0,8,0,512,1.0,10.0,6.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,18.0,12.0,34990.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,8.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,11.0,56340.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,24.0,8.0,1,0,1,1,1,0,0,1,0,4.0,90.0,1920.0,1080.0,0,0,2.0,20.0,11.0,70990.0
7.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,512,1.0,12.0,10.0,1,1,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,12.0,61990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,40.0,1920.0,1080.0,0,0,0.0,4.0,7.0,48999.0
15.0,2.0,1.0,1.0,2.0,157,1.0,1,0,16,0,1024,1.0,12.0,8.0,1,0,1,1,1,0,0,0,0,3.0,56.6,1920.0,1080.0,0,0,2.0,19.0,12.0,60990.0
25.0,2.0,0.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,8.0,4.0,1,0,1,1,1,0,0,0,0,2.0,17.85,1080.0,1920.0,1,0,2.0,18.0,11.0,27990.0
16.0,2.0,3.0,2.0,1.0,141,1.0,1,0,16,1024,256,2.0,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,52.4,1920.0,1080.0,0,0,2.0,19.0,11.0,54990.0
10.0,2.0,1.0,1.0,1.0,100,1.0,1,0,4,0,256,0.0,4.0,2.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,0,0.0,3.0,3.0,23490.0
10.0,2.0,2.0,1.0,0.0,141,1.0,1,0,16,0,1024,2.0,16.0,8.0,1,0,1,1,1,0,0,1,0,6.0,41.0,1920.0,1080.0,0,0,0.0,5.0,7.0,131254.0
16.0,2.0,3.0,2.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,0,0,1,0,3.0,52.4,1920.0,1080.0,0,0,2.0,19.0,12.0,51990.0
10.0,2.0,2.0,1.0,0.0,137,1.0,1,0,16,0,1024,2.0,16.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,0.0,5.0,7.0,89999.0
15.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,4.0,4.0,1,1,1,1,1,0,1,0,0,3.0,47.0,1920.0,1080.0,0,0,0.0,4.0,7.0,44990.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1920.0,1080.0,1,0,2.0,19.0,13.0,62990.0
15.0,2.0,2.0,1.0,1.0,184,0.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,60.0,1920.0,1080.0,0,0,2.0,20.0,13.0,114990.0
2.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,10.0,6.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,18.0,12.0,36990.0
7.0,2.0,1.0,1.0,2.0,141,0.0,1,0,16,0,1024,1.0,12.0,10.0,1,1,1,1,1,0,1,0,0,4.0,54.0,1920.0,1200.0,0,0,2.0,19.0,13.0,71989.0
15.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,0,1,1,1,0,0,1,0,3.0,45.0,1920.0,1080.0,0,0,0.0,4.0,5.0,62990.0
10.0,2.0,0.0,1.0,1.0,141,1.0,1,1,16,0,512,1.0,12.0,10.0,1,1,1,1,1,1,0,0,0,3.0,51.0,1920.0,1080.0,0,0,2.0,19.0,12.0,83990.0
6.0,2.0,1.0,1.0,2.0,280,1.0,0,0,8,0,512,1.0,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,46.2,1920.0,1200.0,0,0,2.0,18.0,10.0,22490.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,8.0,6.0,1,1,1,1,1,0,0,1,0,3.0,41.0,1920.0,1080.0,1,0,0.0,4.0,5.0,42990.0
13.0,2.0,3.0,1.0,1.0,141,1.0,1,0,32,0,1024,1.0,24.0,14.0,1,0,1,1,1,0,1,0,1,4.0,70.0,1920.0,1080.0,2,0,2.0,21.0,13.0,89990.0
17.0,2.0,1.0,1.0,0.0,186,0.0,1,0,32,0,2048,0.0,16.0,8.0,1,0,1,1,1,0,0,1,0,3.0,83.0,2560.0,1600.0,0,2,0.0,5.0,7.0,56000.0
22.0,2.0,3.0,1.0,1.0,156,1.0,1,0,8,0,512,1.0,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,17.85,1920.0,1080.0,0,0,2.0,18.0,10.0,23990.0
2.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,24.0,10.0,1,0,1,1,1,0,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,2.0,20.0,12.0,89990.0
1.0,2.0,3.0,1.0,1.0,156,1.0,1,0,4,0,256,1.0,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,18.5,1920.0,1080.0,1,0,2.0,14.0,3.0,12989.0
13.0,2.0,1.0,1.0,2.0,157,1.0,0,0,16,0,512,1.0,8.0,4.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,2.0,19.0,11.0,34990.0
2.0,2.0,3.0,1.0,1.0,141,1.0,0,0,8,0,512,1.0,10.0,6.0,1,0,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,18.0,13.0,36990.0
26.0,2.0,0.0,1.0,2.0,243,1.0,1,0,8,0,512,1.0,18.0,12.0,1,0,1,1,1,1,0,0,0,2.0,6.0,2880.0,1800.0,1,0,2.0,19.0,12.0,43990.0
10.0,2.0,1.0,1.0,2.0,157,1.0,0,1,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,43.0,1920.0,1080.0,0,0,2.0,20.0,13.0,89500.0
2.0,2.0,3.0,1.0,2.0,243,1.0,1,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,0,1,0,0,4.0,65.0,2880.0,1800.0,0,0,2.0,19.0,13.0,64990.0
2.0,2.0,3.0,1.0,0.0,142,1.0,1,0,16,0,1024,2.0,30.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,2560.0,1600.0,0,0,2.0,20.0,13.0,129990.0
2.0,2.0,3.0,1.0,0.0,142,1.0,1,0,16,0,1024,2.0,30.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,1920.0,1200.0,0,0,2.0,20.0,13.0,114990.0
2.0,2.0,3.0,1.0,0.0,142,1.0,1,0,16,0,512,2.0,24.0,14.0,1,0,1,1,1,1,0,1,0,4.0,90.0,1920.0,1200.0,0,0,2.0,19.0,13.0,99990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,6.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,18.0,12.0,44990.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,2.0,19.0,12.0,72799.0
10.0,2.0,0.0,1.0,1.0,100,1.0,1,0,8,0,512,1.0,6.0,2.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1366.0,768.0,0,0,2.0,18.0,11.0,35990.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,2.0,19.0,12.0,75999.0
4.0,2.0,1.0,1.0,2.0,162,0.0,0,1,16,0,512,0.0,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1200.0,1,0,0.0,5.0,5.0,69990.0
4.0,2.0,3.0,1.0,2.0,162,0.0,1,0,8,0,512,1.0,18.0,12.0,1,0,1,1,1,0,1,0,0,3.0,70.0,1920.0,1200.0,1,0,2.0,19.0,12.0,56990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,4.0,4.0,1,0,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,1,0,0.0,4.0,7.0,49990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,6.0,8.0,1,0,1,0,0,0,0,1,0,3.0,40.0,1920.0,1080.0,0,0,2.0,13.0,3.0,32990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,0,1,1,1,1,0,1,0,4.0,57.0,1920.0,1080.0,0,0,0.0,4.0,7.0,64990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,4.0,4.0,1,0,1,0,1,0,0,0,0,2.0,45.0,1920.0,1080.0,1,0,0.0,4.0,7.0,44990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,4.0,4.0,1,0,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,1,0,0.0,1.0,7.0,39990.0
15.0,2.0,3.0,1.0,2.0,157,1.0,1,0,8,0,512,1.0,10.0,6.0,1,1,1,1,1,0,1,0,0,2.0,39.840625,1920.0,1080.0,1,0,2.0,18.0,12.0,39990.0
16.0,2.0,2.0,2.0,0.0,255,1.0,1,0,32,0,2048,2.0,24.0,14.0,1,1,1,1,1,1,1,1,0,4.0,70.58211920529801,3840.0,2160.0,0,0,2.0,21.0,12.0,308990.0
13.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,4.0,2.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,2.0,18.0,10.0,26990.0
13.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,256,1.0,4.0,2.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,2.0,18.0,10.0,26990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,6.0,2.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,18.0,11.0,37990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,8.0,4.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,11.0,51990.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,16,0,512,0.0,16.0,6.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1200.0,1920.0,1,0,0.0,4.0,5.0,53990.0
7.0,2.0,1.0,1.0,2.0,112,1.0,0,0,8,0,512,1.0,12.0,10.0,1,1,1,1,1,0,1,1,0,4.0,70.58211920529801,1366.0,768.0,1,0,2.0,19.0,12.0,108000.0
7.0,2.0,1.0,1.0,1.0,147,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,1,0,0.0,4.0,7.0,44550.0
10.0,2.0,1.0,1.0,0.0,142,1.0,1,0,16,0,1024,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,51.0,1920.0,1200.0,0,0,2.0,20.0,12.0,143000.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,1,1,1,0,0,0,3.0,50.0,1920.0,1080.0,0,0,2.0,18.0,13.0,42990.0
7.0,2.0,1.0,1.0,0.0,266,0.0,1,1,32,0,1024,2.0,24.0,14.0,0,1,1,1,1,1,1,0,0,6.0,97.0,3840.0,2400.0,0,4,2.0,21.0,13.0,354490.0
15.0,1.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,2.0,18.0,12.0,33900.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,16.0,8.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,0.0,5.0,7.0,66999.0
7.0,2.0,1.0,1.0,0.0,138,0.0,1,0,16,0,512,1.0,12.0,10.0,1,1,1,1,1,0,1,1,0,4.0,54.0,1920.0,1080.0,0,0,2.0,20.0,13.0,89990.0
15.0,2.0,3.0,1.0,1.0,147,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,0,0,0.0,1.0,7.0,31990.0
15.0,2.0,2.0,1.0,0.0,184,0.0,1,0,32,0,1024,2.0,24.0,14.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,2560.0,1600.0,0,0,2.0,20.0,13.0,172990.0
16.0,2.0,3.0,2.0,0.0,283,1.0,1,0,32,0,1024,2.0,24.0,14.0,1,0,1,1,1,0,1,1,0,4.0,99.9,3840.0,2400.0,0,0,2.0,21.0,13.0,292990.0
2.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,12.0,8.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,12.0,47990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,12.0,12.0,1,0,1,1,0,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,13.0,66150.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,1024,2.0,16.0,8.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,0.0,9.0,7.0,131990.0
4.0,2.0,2.0,1.0,0.0,189,1.0,1,0,16,0,1024,2.0,36.0,24.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,2560.0,1600.0,0,0,2.0,21.0,13.0,179990.0
4.0,2.0,3.0,1.0,0.0,142,0.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,1,0,0,3.0,63.0,1920.0,1200.0,0,0,2.0,19.0,12.0,79990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,18.0,12.0,41490.0
16.0,2.0,3.0,2.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,8.0,1,0,1,1,1,0,0,1,0,3.0,53.5,1920.0,1080.0,1,0,2.0,19.0,12.0,76990.0
4.0,2.0,3.0,1.0,2.0,162,0.0,1,0,16,0,512,2.0,18.0,12.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,2.0,19.0,13.0,79990.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,16,0,512,2.0,18.0,12.0,1,1,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,2.0,19.0,13.0,87990.0
4.0,2.0,2.0,1.0,0.0,127,1.0,1,0,8,0,512,2.0,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,48.0,1920.0,1080.0,0,0,2.0,19.0,11.0,59519.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,1,0,1,0,4.0,48.0,1920.0,1080.0,0,0,2.0,19.0,11.0,61990.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,5.0,54990.0
4.0,2.0,1.0,1.0,0.0,236,0.0,1,0,16,0,1024,2.0,24.0,14.0,1,0,1,1,1,1,1,1,0,6.0,96.0,3200.0,2000.0,0,0,2.0,21.0,13.0,159990.0
20.0,2.0,3.0,1.0,2.0,185,1.0,1,0,8,0,512,1.0,8.0,4.0,0,0,1,1,1,1,1,0,0,2.0,39.840625,2160.0,1440.0,0,0,2.0,19.0,11.0,40990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,24.0,14.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,2.0,20.0,13.0,109990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,16.0,8.0,1,0,1,1,1,0,0,1,0,4.0,57.0,1920.0,1080.0,0,0,0.0,5.0,7.0,84000.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,13.0,64990.0
15.0,2.0,1.0,1.0,1.0,141,1.0,0,0,8,0,256,1.0,4.0,2.0,1,0,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,2.0,14.0,3.0,24551.0
11.0,2.0,3.0,1.0,1.0,141,1.0,0,0,16,0,512,0.0,8.0,6.0,1,0,1,1,1,0,1,0,0,3.0,56.0,1920.0,1080.0,1,0,0.0,4.0,5.0,40990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,8.0,6.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,0.0,4.0,5.0,41490.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,0.0,4.0,7.0,45790.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,8,0,512,0.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,5.0,56990.0
10.0,2.0,3.0,1.0,2.0,157,1.0,1,0,8,0,512,1.0,10.0,6.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,18.0,12.0,42990.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,32,0,2048,2.0,64.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,3840.0,2400.0,0,0,0.0,9.0,7.0,429990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,256,1.0,6.0,8.0,1,0,1,0,0,0,0,1,0,3.0,40.0,1920.0,1080.0,0,0,2.0,13.0,3.0,30990.0
16.0,2.0,3.0,2.0,1.0,141,1.0,1,0,16,0,1024,2.0,24.0,10.0,1,0,1,1,1,0,0,1,0,3.0,53.5,1920.0,1080.0,1,0,2.0,20.0,13.0,116990.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,2.0,19.0,12.0,67990.0
21.0,2.0,0.0,1.0,1.0,157,1.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,4.0,54.0,1920.0,1080.0,0,0,2.0,20.0,13.0,89990.0
21.0,2.0,0.0,1.0,1.0,157,1.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,54.0,1920.0,1080.0,0,0,2.0,19.0,13.0,76990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,18.0,12.0,42990.0
16.0,2.0,3.0,2.0,0.0,127,1.0,1,0,16,0,1024,2.0,24.0,14.0,1,0,1,1,1,0,0,1,0,4.0,90.0,1920.0,1080.0,1,0,2.0,20.0,13.0,154990.0
21.0,2.0,0.0,1.0,0.0,157,1.0,1,0,32,0,1024,2.0,24.0,14.0,1,0,1,1,1,1,1,0,0,6.0,84.42653061224489,2880.0,1800.0,0,0,2.0,21.0,13.0,281990.0
15.0,2.0,3.0,1.0,1.0,157,1.0,1,0,16,0,512,0.0,8.0,6.0,1,1,1,1,1,0,1,0,0,2.0,65.0,1920.0,1080.0,1,0,0.0,4.0,5.0,46990.0
21.0,2.0,1.0,1.0,0.0,212,0.0,1,1,16,0,512,1.0,18.0,12.0,1,0,1,1,1,1,1,0,0,6.0,76.0,2880.0,1800.0,0,0,2.0,20.0,13.0,163990.0
21.0,2.0,1.0,1.0,1.0,141,0.0,1,1,16,0,1024,1.0,18.0,12.0,1,0,1,1,1,1,1,0,0,4.0,68.0,1920.0,1080.0,0,0,2.0,20.0,13.0,138990.0
21.0,2.0,1.0,1.0,2.0,166,0.0,1,1,16,0,512,1.0,12.0,10.0,1,0,1,1,1,1,1,0,0,4.0,61.0,1920.0,1080.0,0,0,2.0,20.0,13.0,109990.0
4.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,6.0,2.0,1,0,1,1,1,0,1,0,0,2.0,37.0,1920.0,1080.0,2,0,2.0,18.0,11.0,34000.0
18.0,1.0,1.0,1.0,2.0,135,1.0,0,0,4,128,0,1.0,12.0,8.0,0,0,1,0,1,0,0,1,0,2.0,39.840625,1366.0,768.0,0,0,3.0,12.0,1.0,12990.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,8,0,512,0.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,5.0,56490.0
10.0,2.0,0.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,12.0,12.0,1,0,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,12.0,67990.0
3.0,0.0,3.0,1.0,1.0,254,1.0,1,0,16,0,512,1.0,12.0,10.0,1,1,1,1,1,1,0,0,0,6.0,70.0,3024.0,1964.0,0,3,1.0,11.0,2.0,199900.0
10.0,2.0,3.0,1.0,2.0,255,1.0,1,1,16,0,512,1.0,12.0,10.0,0,0,1,1,1,1,0,0,0,4.0,70.58211920529801,1920.0,1200.0,0,0,2.0,19.0,12.0,84844.0
2.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,512,2.0,12.0,12.0,1,0,1,1,1,1,1,1,0,3.0,50.0,1920.0,1080.0,0,0,2.0,19.0,12.0,69000.0
10.0,2.0,3.0,1.0,2.0,141,1.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,43.0,1920.0,1080.0,2,0,2.0,19.0,12.0,65439.0
15.0,2.0,1.0,3.0,2.0,157,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,45.0,1920.0,1080.0,1,0,2.0,19.0,12.0,59990.0
15.0,2.0,0.0,1.0,2.0,157,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,1,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,12.0,67990.0
