price,brand,os,utility,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,core,hdmi,mcr,wifi,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,num_of_cell,battery_capacity,pixel_width,pixel_height,usb2,type_c,processor_brand,processor_model,processor_gen
35990.0,MSI,Windows,Performance,1.0,small,157,16:9,1,0,8,0,512,Integrated,8.0,4.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,2,0,Intel,i5,11.0
569990.0,MSI,Windows,Gaming,2.0,large,255,16:9,1,0,64,0,4096,NVIDIA,36.0,24.0,1,1,1,1,1,0,1,1,1,4.0,99.0,3840.0,2160.0,0,0,Intel,i9,13.0
34990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,0,0,8,0,512,AMD,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,40.0,1920.0,1080.0,0,0,AMD,5,7.0
62990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,12.0,8.0,1,0,1,1,1,1,0,1,0,3.0,50.0,1920.0,1080.0,0,0,Intel,i5,13.0
322490.0,Apple,Mac,Performance,1.0,large,254,16:9,1,0,32,0,1024,Integrated,12.0,12.0,1,1,1,1,1,1,0,0,1,6.0,100.0,3456.0,2234.0,0,3,Apple,M2,2.0
69990.0,Samsung,Windows,Business,1.0,small,157,16:9,1,0,8,0,512,Integrated,12.0,12.0,1,1,1,1,1,0,1,0,0,4.0,70.58211920529801,1920.0,1080.0,0,0,Intel,i5,13.0
57990.0,Lenovo,Windows,Gaming,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,8.0,4.0,1,0,1,1,1,0,0,1,0,3.0,45.0,1920.0,1080.0,0,0,AMD,5,5.0
25999.0,HP,Others,Everyday Use,1.0,small,112,16:9,1,0,8,0,512,AMD,4.0,4.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,0,AMD,3,5.0
34990.0,Honor,Windows,Performance,1.0,small,141,16:9,0,0,8,0,512,AMD,8.0,6.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,AMD,5,5.0
30790.0,Lenovo,Windows,Performance,1.0,medium,147,16:9,1,0,8,0,512,AMD,4.0,4.0,1,1,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,AMD,3,5.0
61990.0,Asus,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,6.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,Intel,i5,11.0
94990.0,Apple,Mac,Performance,1.0,small,224,16:9,0,0,8,0,256,Integrated,16.0,8.0,0,0,1,1,1,1,0,0,1,4.0,52.6,2560.0,1664.0,0,2,Apple,M2,2.0
63990.0,Samsung,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,Integrated,12.0,10.0,0,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1080.0,2,0,Intel,i5,12.0
11990.0,Asus,Others,Performance,1.0,small,135,16:9,1,0,4,64,0,Integrated,4.0,2.0,0,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1366.0,768.0,0,0,Intel,N4020,3.0
32990.0,Realme,Windows,Everyday Use,1.0,small,157,3:2,1,0,8,0,256,Integrated,6.0,2.0,0,0,1,1,1,0,1,0,0,2.0,39.840625,1440.0,2160.0,0,0,Intel,i3,11.0
44690.0,Lenovo,Windows,Business,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,5.0,0,0,0,1,1,0,0,0,0,3.0,47.0,1920.0,1080.0,0,0,Intel,i3,13.0
36990.0,Acer,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,Integrated,6.0,2.0,1,1,1,0,1,0,0,1,0,3.0,36.0,1920.0,1080.0,1,0,Intel,i3,11.0
94990.0,Lenovo,Windows,Performance,1.0,small,243,16:10,0,1,16,0,1024,AMD,16.0,8.0,1,0,1,1,1,1,1,0,0,4.0,70.58211920529801,2880.0,1800.0,0,0,AMD,7,7.0
74990.0,Asus,Windows,Performance,1.0,small,323,16:10,0,1,16,0,512,Integrated,18.0,12.0,1,0,1,1,1,1,1,0,0,3.0,63.0,3840.0,2400.0,0,0,Intel,i5,12.0
57990.0,Acer,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,8.0,1,0,1,1,1,0,1,1,0,3.0,50.0,1920.0,1080.0,0,0,Intel,i5,12.0
399999.0,Lenovo,Windows,Gaming,1.0,large,236,16:10,1,0,32,0,1024,NVIDIA,36.0,24.0,1,1,1,1,1,1,0,1,0,6.0,99.0,3200.0,2000.0,0,0,Intel,i9,13.0
34990.0,Lenovo,Windows,Performance,1.0,medium,157,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i3,12.0
56340.0,Dell,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,8.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i5,11.0
70990.0,Asus,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,24.0,8.0,1,0,1,1,1,0,0,1,0,4.0,90.0,1920.0,1080.0,0,0,Intel,i7,11.0
61990.0,Dell,Windows,Everyday Use,1.0,medium,141,16:9,0,0,16,0,512,Integrated,12.0,10.0,1,1,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i5,12.0
48999.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,40.0,1920.0,1080.0,0,0,AMD,5,7.0
60990.0,Lenovo,Windows,Everyday Use,1.0,small,157,16:9,1,0,16,0,1024,Integrated,12.0,8.0,1,0,1,1,1,0,0,0,0,3.0,56.6,1920.0,1080.0,0,0,Intel,i5,12.0
27990.0,Wings,Windows,Business,1.0,medium,141,16:9,1,0,8,0,512,Integrated,8.0,4.0,1,0,1,1,1,0,0,0,0,2.0,17.85,1080.0,1920.0,1,0,Intel,i3,11.0
54990.0,MSI,Windows,Performance,2.0,medium,141,16:9,1,0,16,1024,256,NVIDIA,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,52.4,1920.0,1080.0,0,0,Intel,i5,11.0
23490.0,HP,Windows,Everyday Use,1.0,medium,100,16:9,1,0,4,0,256,AMD,4.0,2.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,0,AMD,3050U,3.0
131254.0,HP,Windows,Gaming,1.0,large,141,16:9,1,0,16,0,1024,NVIDIA,16.0,8.0,1,0,1,1,1,0,0,1,0,6.0,41.0,1920.0,1080.0,0,0,AMD,7,7.0
51990.0,MSI,Windows,Performance,2.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,6.0,1,0,1,1,1,0,0,1,0,3.0,52.4,1920.0,1080.0,0,0,Intel,i5,12.0
89999.0,HP,Windows,Gaming,1.0,large,137,16:9,1,0,16,0,1024,NVIDIA,16.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,AMD,7,7.0
44990.0,Lenovo,Windows,Everyday Use,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,4.0,1,1,1,1,1,0,1,0,0,3.0,47.0,1920.0,1080.0,0,0,AMD,5,7.0
62990.0,Dell,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,12.0,10.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1920.0,1080.0,1,0,Intel,i5,13.0
114990.0,Lenovo,Windows,Gaming,1.0,medium,184,16:10,1,0,16,0,512,NVIDIA,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,60.0,1920.0,1080.0,0,0,Intel,i7,13.0
36990.0,Acer,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,Integrated,10.0,6.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,Intel,i3,12.0
71989.0,Dell,Windows,Everyday Use,1.0,small,141,16:10,1,0,16,0,1024,Integrated,12.0,10.0,1,1,1,1,1,0,1,0,0,4.0,54.0,1920.0,1200.0,0,0,Intel,i5,13.0
62990.0,Lenovo,Windows,Gaming,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,16.0,6.0,1,0,1,1,1,0,0,1,0,3.0,45.0,1920.0,1080.0,0,0,AMD,5,5.0
83990.0,HP,Windows,Business,1.0,medium,141,16:9,1,1,16,0,512,Integrated,12.0,10.0,1,1,1,1,1,1,0,0,0,3.0,51.0,1920.0,1080.0,0,0,Intel,i5,12.0
22490.0,Chuwi,Windows,Everyday Use,1.0,small,280,16:9,0,0,8,0,512,Integrated,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,46.2,1920.0,1200.0,0,0,Intel,i3,10.0
42990.0,Dell,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,AMD,8.0,6.0,1,1,1,1,1,0,0,1,0,3.0,41.0,1920.0,1080.0,1,0,AMD,5,5.0
89990.0,Infinix,Windows,Performance,1.0,medium,141,16:9,1,0,32,0,1024,Integrated,24.0,14.0,1,0,1,1,1,0,1,0,1,4.0,70.0,1920.0,1080.0,2,0,Intel,i9,13.0
56000.0,Ninkear,Windows,Everyday Use,1.0,large,186,16:10,1,0,32,0,2048,AMD,16.0,8.0,1,0,1,1,1,0,0,1,0,3.0,83.0,2560.0,1600.0,0,2,AMD,7,7.0
23990.0,Ultimus,Windows,Performance,1.0,medium,156,16:9,1,0,8,0,512,Integrated,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,17.85,1920.0,1080.0,0,0,Intel,i3,10.0
89990.0,Acer,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,24.0,10.0,1,0,1,1,1,0,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,Intel,i7,12.0
12989.0,AXL,Windows,Performance,1.0,medium,156,16:9,1,0,4,0,256,Integrated,4.0,2.0,1,0,1,0,1,0,0,0,0,2.0,18.5,1920.0,1080.0,1,0,Intel,N4020,3.0
34990.0,Infinix,Windows,Everyday Use,1.0,small,157,16:9,0,0,16,0,512,Integrated,8.0,4.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,Intel,i5,11.0
36990.0,Acer,Windows,Performance,1.0,medium,141,16:9,0,0,8,0,512,Integrated,10.0,6.0,1,0,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,Intel,i3,13.0
43990.0,Xiaomi,Windows,Business,1.0,small,243,16:9,1,0,8,0,512,Integrated,18.0,12.0,1,0,1,1,1,1,0,0,0,2.0,6.0,2880.0,1800.0,1,0,Intel,i5,12.0
89500.0,HP,Windows,Everyday Use,1.0,small,157,16:9,0,1,16,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,43.0,1920.0,1080.0,0,0,Intel,i7,13.0
64990.0,Acer,Windows,Performance,1.0,small,243,16:9,1,0,16,0,512,Integrated,18.0,12.0,1,0,1,1,1,0,1,0,0,4.0,65.0,2880.0,1800.0,0,0,Intel,i5,13.0
129990.0,Acer,Windows,Performance,1.0,large,142,16:9,1,0,16,0,1024,NVIDIA,30.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,2560.0,1600.0,0,0,Intel,i7,13.0
114990.0,Acer,Windows,Performance,1.0,large,142,16:9,1,0,16,0,1024,NVIDIA,30.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,1920.0,1200.0,0,0,Intel,i7,13.0
99990.0,Acer,Windows,Performance,1.0,large,142,16:9,1,0,16,0,512,NVIDIA,24.0,14.0,1,0,1,1,1,1,0,1,0,4.0,90.0,1920.0,1200.0,0,0,Intel,i5,13.0
44990.0,HP,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i3,12.0
72799.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,16,0,512,NVIDIA,12.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,Intel,i5,12.0
35990.0,HP,Windows,Business,1.0,medium,100,16:9,1,0,8,0,512,Integrated,6.0,2.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1366.0,768.0,0,0,Intel,i3,11.0
75999.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,16,0,512,NVIDIA,12.0,8.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,Intel,i5,12.0
69990.0,Asus,Windows,Everyday Use,1.0,small,162,16:10,0,1,16,0,512,AMD,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1200.0,1,0,AMD,7,5.0
56990.0,Asus,Windows,Performance,1.0,small,162,16:10,1,0,8,0,512,Integrated,18.0,12.0,1,0,1,1,1,0,1,0,0,3.0,70.0,1920.0,1200.0,1,0,Intel,i5,12.0
49990.0,Asus,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,4.0,1,0,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,1,0,AMD,5,7.0
32990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,8.0,1,0,1,0,0,0,0,1,0,3.0,40.0,1920.0,1080.0,0,0,Intel,N305,3.0
64990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,16.0,6.0,1,0,1,1,1,1,0,1,0,4.0,57.0,1920.0,1080.0,0,0,AMD,5,7.0
44990.0,Asus,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,4.0,1,0,1,0,1,0,0,0,0,2.0,45.0,1920.0,1080.0,1,0,AMD,5,7.0
39990.0,Asus,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,AMD,4.0,4.0,1,0,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,1,0,AMD,3,7.0
39990.0,Lenovo,Windows,Performance,1.0,small,157,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,1,1,1,1,0,1,0,0,2.0,39.840625,1920.0,1080.0,1,0,Intel,i3,12.0
308990.0,MSI,Windows,Gaming,2.0,large,255,16:9,1,0,32,0,2048,NVIDIA,24.0,14.0,1,1,1,1,1,1,1,1,0,4.0,70.58211920529801,3840.0,2160.0,0,0,Intel,i9,12.0
26990.0,Infinix,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,4.0,2.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,Intel,i3,10.0
26990.0,Infinix,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,256,Integrated,4.0,2.0,1,0,1,1,1,0,0,0,0,2.0,50.0,1920.0,1080.0,0,0,Intel,i3,10.0
37990.0,HP,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,2.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i3,11.0
51990.0,HP,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,Integrated,8.0,4.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i5,11.0
53990.0,Asus,Windows,Gaming,1.0,large,283,16:10,1,0,16,0,512,AMD,16.0,6.0,1,0,1,1,1,0,1,0,0,3.0,49.61666666666666,1200.0,1920.0,1,0,AMD,5,5.0
108000.0,Dell,Windows,Everyday Use,1.0,small,112,16:9,0,0,8,0,512,Integrated,12.0,10.0,1,1,1,1,1,0,1,1,0,4.0,70.58211920529801,1366.0,768.0,1,0,Intel,i5,12.0
44550.0,Dell,Windows,Everyday Use,1.0,medium,147,16:9,1,0,8,0,512,AMD,4.0,4.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,1,0,AMD,5,7.0
143000.0,HP,Windows,Everyday Use,1.0,large,142,16:9,1,0,16,0,1024,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,51.0,1920.0,1200.0,0,0,Intel,i7,12.0
42990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,0,1,1,1,1,0,0,0,3.0,50.0,1920.0,1080.0,0,0,Intel,i3,13.0
354490.0,Dell,Windows,Everyday Use,1.0,large,266,16:10,1,1,32,0,1024,NVIDIA,24.0,14.0,0,1,1,1,1,1,1,0,0,6.0,97.0,3840.0,2400.0,0,4,Intel,i9,13.0
33900.0,Lenovo,Others,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,0,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,Intel,i3,12.0
66999.0,HP,Windows,Everyday Use,1.0,medium,141,16:9,1,0,16,0,512,AMD,16.0,8.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,AMD,7,7.0
89990.0,Dell,Windows,Everyday Use,1.0,large,138,16:10,1,0,16,0,512,Integrated,12.0,10.0,1,1,1,1,1,0,1,1,0,4.0,54.0,1920.0,1080.0,0,0,Intel,i7,13.0
31990.0,Lenovo,Windows,Performance,1.0,medium,147,16:9,1,0,8,0,512,AMD,4.0,4.0,1,1,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,0,0,AMD,3,7.0
172990.0,Lenovo,Windows,Gaming,1.0,large,184,16:10,1,0,32,0,1024,NVIDIA,24.0,14.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,2560.0,1600.0,0,0,Intel,i7,13.0
292990.0,MSI,Windows,Performance,2.0,large,283,16:9,1,0,32,0,1024,NVIDIA,24.0,14.0,1,0,1,1,1,0,1,1,0,4.0,99.9,3840.0,2400.0,0,0,Intel,i9,13.0
47990.0,Acer,Windows,Gaming,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,12.0,8.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,Intel,i5,12.0
66150.0,HP,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,Integrated,12.0,12.0,1,0,1,1,0,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i5,13.0
131990.0,Asus,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,1024,NVIDIA,16.0,8.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,AMD,9,7.0
179990.0,Asus,Windows,Gaming,1.0,large,189,16:9,1,0,16,0,1024,NVIDIA,36.0,24.0,1,0,1,1,1,1,0,1,0,4.0,70.58211920529801,2560.0,1600.0,0,0,Intel,i9,13.0
79990.0,Asus,Windows,Performance,1.0,large,142,16:10,1,0,16,0,512,NVIDIA,12.0,8.0,1,1,1,1,1,0,1,0,0,3.0,63.0,1920.0,1200.0,0,0,Intel,i5,12.0
41490.0,HP,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,Intel,i3,12.0
76990.0,MSI,Windows,Performance,2.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,8.0,1,0,1,1,1,0,0,1,0,3.0,53.5,1920.0,1080.0,1,0,Intel,i5,12.0
79990.0,Asus,Windows,Performance,1.0,small,162,16:10,1,0,16,0,512,NVIDIA,18.0,12.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,Intel,i5,13.0
87990.0,Asus,Windows,Gaming,1.0,large,283,16:10,1,0,16,0,512,NVIDIA,18.0,12.0,1,1,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,Intel,i5,13.0
59519.0,Asus,Windows,Gaming,1.0,large,127,16:9,1,0,8,0,512,NVIDIA,12.0,6.0,1,0,1,1,1,1,0,1,0,3.0,48.0,1920.0,1080.0,0,0,Intel,i5,11.0
61990.0,Asus,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,6.0,1,0,1,1,1,1,0,1,0,4.0,48.0,1920.0,1080.0,0,0,Intel,i5,11.0
54990.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,8,0,512,NVIDIA,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,AMD,5,5.0
159990.0,Asus,Windows,Everyday Use,1.0,large,236,16:10,1,0,16,0,1024,NVIDIA,24.0,14.0,1,0,1,1,1,1,1,1,0,6.0,96.0,3200.0,2000.0,0,0,Intel,i9,13.0
40990.0,Realme,Windows,Performance,1.0,small,185,16:9,1,0,8,0,512,Integrated,8.0,4.0,0,0,1,1,1,1,1,0,0,2.0,39.840625,2160.0,1440.0,0,0,Intel,i5,11.0
109990.0,HP,Windows,Gaming,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,24.0,14.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,Intel,i7,13.0
84000.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,16.0,8.0,1,0,1,1,1,0,0,1,0,4.0,57.0,1920.0,1080.0,0,0,AMD,7,7.0
64990.0,Asus,Windows,Performance,1.0,medium,141,16:9,1,0,16,0,512,Integrated,18.0,12.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i5,13.0
24551.0,Lenovo,Windows,Everyday Use,1.0,medium,141,16:9,0,0,8,0,256,Integrated,4.0,2.0,1,0,1,0,1,0,0,1,0,2.0,39.840625,1920.0,1080.0,1,0,Intel,N4020,3.0
40990.0,Honor,Windows,Performance,1.0,medium,141,16:9,0,0,16,0,512,AMD,8.0,6.0,1,0,1,1,1,0,1,0,0,3.0,56.0,1920.0,1080.0,1,0,AMD,5,5.0
41490.0,HP,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,AMD,8.0,6.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,AMD,5,5.0
45790.0,HP,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,AMD,4.0,4.0,1,0,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,AMD,5,7.0
56990.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,8,0,512,AMD,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,AMD,5,5.0
42990.0,HP,Windows,Performance,1.0,small,157,16:9,1,0,8,0,512,Integrated,10.0,6.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i3,12.0
429990.0,Asus,Windows,Gaming,1.0,large,283,16:10,1,0,32,0,2048,NVIDIA,64.0,16.0,1,0,1,1,1,1,0,1,0,4.0,90.0,3840.0,2400.0,0,0,AMD,9,7.0
30990.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,256,Integrated,6.0,8.0,1,0,1,0,0,0,0,1,0,3.0,40.0,1920.0,1080.0,0,0,Intel,N305,3.0
116990.0,MSI,Windows,Performance,2.0,medium,141,16:9,1,0,16,0,1024,NVIDIA,24.0,10.0,1,0,1,1,1,0,0,1,0,3.0,53.5,1920.0,1080.0,1,0,Intel,i7,13.0
67990.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,16,0,512,NVIDIA,12.0,8.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,Intel,i5,12.0
89990.0,Samsung,Windows,Business,1.0,medium,157,16:9,1,0,16,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,4.0,54.0,1920.0,1080.0,0,0,Intel,i7,13.0
76990.0,Samsung,Windows,Business,1.0,medium,157,16:9,1,0,16,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,54.0,1920.0,1080.0,0,0,Intel,i5,13.0
42990.0,Asus,Windows,Performance,1.0,medium,141,16:9,1,0,8,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i3,12.0
154990.0,MSI,Windows,Performance,2.0,large,127,16:9,1,0,16,0,1024,NVIDIA,24.0,14.0,1,0,1,1,1,0,0,1,0,4.0,90.0,1920.0,1080.0,1,0,Intel,i7,13.0
281990.0,Samsung,Windows,Business,1.0,large,157,16:9,1,0,32,0,1024,NVIDIA,24.0,14.0,1,0,1,1,1,1,1,0,0,6.0,84.42653061224489,2880.0,1800.0,0,0,Intel,i9,13.0
46990.0,Lenovo,Windows,Performance,1.0,medium,157,16:9,1,0,16,0,512,AMD,8.0,6.0,1,1,1,1,1,0,1,0,0,2.0,65.0,1920.0,1080.0,1,0,AMD,5,5.0
163990.0,Samsung,Windows,Everyday Use,1.0,large,212,16:10,1,1,16,0,512,Integrated,18.0,12.0,1,0,1,1,1,1,1,0,0,6.0,76.0,2880.0,1800.0,0,0,Intel,i7,13.0
138990.0,Samsung,Windows,Everyday Use,1.0,medium,141,16:10,1,1,16,0,1024,Integrated,18.0,12.0,1,0,1,1,1,1,1,0,0,4.0,68.0,1920.0,1080.0,0,0,Intel,i7,13.0
109990.0,Samsung,Windows,Everyday Use,1.0,small,166,16:10,1,1,16,0,512,Integrated,12.0,10.0,1,0,1,1,1,1,1,0,0,4.0,61.0,1920.0,1080.0,0,0,Intel,i7,13.0
34000.0,Asus,Windows,Everyday Use,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,2.0,1,0,1,1,1,0,1,0,0,2.0,37.0,1920.0,1080.0,2,0,Intel,i3,11.0
12990.0,Primebook,Others,Everyday Use,1.0,small,135,16:9,0,0,4,128,0,Integrated,12.0,8.0,0,0,1,0,1,0,0,1,0,2.0,39.840625,1366.0,768.0,0,0,Mediatek,MTK8788,1.0
56490.0,HP,Windows,Gaming,1.0,medium,137,16:9,1,0,8,0,512,AMD,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,AMD,5,5.0
67990.0,HP,Windows,Business,1.0,medium,141,16:9,1,0,16,0,512,Integrated,12.0,12.0,1,0,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,Intel,i5,12.0
199900.0,Apple,Mac,Performance,1.0,medium,254,16:9,1,0,16,0,512,Integrated,12.0,10.0,1,1,1,1,1,1,0,0,0,6.0,70.0,3024.0,1964.0,0,3,Apple,M2,2.0
84844.0,HP,Windows,Performance,1.0,small,255,16:9,1,1,16,0,512,Integrated,12.0,10.0,0,0,1,1,1,1,0,0,0,4.0,70.58211920529801,1920.0,1200.0,0,0,Intel,i5,12.0
69000.0,Acer,Windows,Everyday Use,1.0,medium,141,16:9,0,0,16,0,512,NVIDIA,12.0,12.0,1,0,1,1,1,1,1,1,0,3.0,50.0,1920.0,1080.0,0,0,Intel,i5,12.0
65439.0,HP,Windows,Performance,1.0,small,141,16:9,1,0,16,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,43.0,1920.0,1080.0,2,0,Intel,i5,12.0
59990.0,Lenovo,Windows,Everyday Use,3.0,small,157,16:9,1,0,8,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,0,0,3.0,45.0,1920.0,1080.0,1,0,Intel,i5,12.0
67990.0,Lenovo,Windows,Business,1.0,small,157,16:9,1,0,8,0,512,Integrated,12.0,10.0,1,0,1,1,1,0,1,1,0,3.0,49.61666666666666,1920.0,1080.0,1,0,Intel,i5,12.0
