name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,pixel,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,processor,core,hdmi,mcr,wifi,bluetooth,usb,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),51999.0,Lenovo,81,4.6,Windows 11,Everyday Use,,,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 1235U, 10 Cores (2P + 8E),HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,2 Cell BatteryGood,38\u2009Wh
Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),31990.0,Lenovo,214,4.15,Windows 11,Performance,19.9\u2009mmAverage, 1.74\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLargest,1920\u2009x\u20091080\u2009pixelsAverage,~ 147\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon Graphics Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 3 7320U, Quad Core,HDMI,Multi Card Reader,WiFi,Bluetooth,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,,38\u2009Wh BatteryGood
Acer Aspire 7 A715-76G NH.QMFSI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,Acer,91,4.55,Windows 11,Performance,, 2.1\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 3050 GraphicsLargest,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.1,3 x USB 3.0,Backlit Keyboard,,,Fingerprint Sensor,Ethernet (LAN),,,3 Cell Battery,
Lenovo IdeaPad 3 15ITL6 82H803HLIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),35990.0,Lenovo,78,4.7,Windows 11,Performance,19.9\u2009mmAverage, 1.65\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,256\u2009GB SSD,Intel Integrated UHD Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,45\u2009Wh BatteryGood
Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),73889.0,Lenovo,82,4.45,Windows 11,Performance,17.9\u2009mmSlim, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce MX450 GraphicsSmallest,8\u2009MB Cache,8 Threads,Intel Core i7, Quad Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell Battery,
HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),67999.0,HP,97,4.25,Windows 11,Gaming,23.5\u2009mmThick, 2.46\u2009kgHeavy,1 Year Warranty,16.1\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 137\u2009PPILow,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsAverage,12\u2009MB Cache,12 Threads,11th Gen Intel Core i5 11400H , Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell BatteryGood,70\u2009Wh
Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),173990.0,Dell,64,4.3,Windows 11,Gaming,22.3\u2009mmThick, 2.87\u2009kgHeavy,1 Year Warranty,16\u2009inchesAverage,2560\u2009x\u20091600\u2009pixelsAverage,~ 141\u2009PPILow,,Anti Glare,,32\u2009GB DDR5 RAMLargest,,1\u2009TB SSD,NVIDIA GeForce RTX 4060 GraphicsAverage,24\u2009MB Cache,,13th Gen Intel Core i7 13650HX, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,6 Cell Battery,
Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),163790.0,Dell,104,4.0,Windows 11,Gaming,22.3\u2009mmThick, 2.87\u2009kgHeavy,1 Year Warranty,16\u2009inchesAverage,2560\u2009x\u20091600\u2009pixelsAverage,~ 141\u2009PPILow,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 4060 GraphicsAverage,24\u2009MB Cache,,13th Gen Intel Core i7 13650HX, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,6 Cell Battery,
HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),29490.0,HP,107,4.75,Windows 11,Everyday Use,17\u2009mmSlim, 1.41\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4  RAMAverage,,512\u2009GB SSD,Intel UHD Graphics Graphics,4\u2009MB Cache,4 Threads,Intel Pentium Silver N6000, Quad Core,HDMI,Multi Card Reader,WiFi,Bluetooth v4.2,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell Battery,
Lenovo IdeaPad 3 15ITL6 82H8038WIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38889.0,Lenovo,105,4.35,Windows 11,Performance,19.9\u2009mmAverage, 1.65\u2009kgAverage,2 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,45\u2009Wh
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990.0,Acer,81,4.15,Windows 11,Performance,19.8\u2009mmSlim, 1.78\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics  Graphics,10\u2009MB Cache,8 Threads,12th Gen Intel Core i3 1215U, Hexa Core (2P + 4E),HDMI,,WiFi,Bluetooth,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),76490.0,Dell,56,4.25,Windows 11,Everyday Use,,,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091200\u2009pixelsGood,~ 162\u2009PPIHigh,16:10 Aspect Ratio,Anti Glare,Touch Screen,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i5 1335U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,3 Cell BatteryGood,54\u2009Wh
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),48990.0,Infinix,125,4.55,Windows 11,Everyday Use,14.8\u2009mmSlim, 1.24\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,,,16\u2009GB LPDDR4X RAMLargest,,512\u2009GB SSD,Intel Integrated Iris Xe Graphics,12\u2009MB Cache,8 Threads,11th Gen Intel Core i7 1195G7, Quad Core,HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,50\u2009Wh BatteryGood
Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),66499.0,Dell,53,4.5,Windows 11,Everyday Use,, 1.65\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,Intel UHD Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 1235U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,3 Cell BatteryGood,41\u2009Wh
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),72450.0,Dell,87,4.0,Windows 11,Everyday Use,,,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB LPDDR5  RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i5 1335U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,4 Cell BatteryGood,54\u2009Wh
Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),81989.0,Dell,81,4.35,Windows 11,Everyday Use,,,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB LPDDR5  RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i7 1355U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,4 Cell BatteryGood,54\u2009Wh
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),76990.0,HP,176,4.5,Windows 11,Performance,, 2.37\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,16\u2009MB Cache,16 Threads,5th Gen AMD Ryzen 7 5800H, Octa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell Battery,
Asus Eeebook 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),26990.0,Asus,517,4.15,Windows 11,Performance,, 1.57\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMLargest,,256\u2009GB SSD,Intel UHD Integrated Graphics,4\u2009MB Cache,2 Threads,Intel Celeron N4020, Dual Core,HDMI,,WiFi,Bluetooth v4.1,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,42\u2009Wh
Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990.0,Dell,90,4.35,Windows 11,Everyday Use,, 1.9\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i5 1335U, 10 Cores (2P + 8E),HDMI,,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),47990.0,HP,76,4.65,DOS,Business,19.9\u2009mmAverage, 1.37\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon Graphics,16\u2009MB Cache,16 Threads,5th Gen AMD Ryzen 7 5800U, Octa Core,HDMI,,WiFi,Bluetooth v5.0,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
MSI Creator Z17 HX Studio A13V Laptop,247999.0,MSI,84,4.45,Windows 11,Performance,19\u2009mmAverage, 2.49\u2009kgHeavy,3 Year Warranty,17\u2009inchesLarge,2560\u2009x\u20091600\u2009pixelsAverage,~ 178\u2009PPILow,,Anti Glare,,32\u2009GB DDR5 RAMLargest,,1\u2009TB SSD,NVIDIA GeForce RTX 4070 GraphicsAverage,24\u2009MB Cache,20 Threads,13th Gen Intel Core i9 13900H, 14 Cores (6P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,1 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,Ethernet (LAN),,,3 Cell BatteryGood,90\u2009Wh
Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),93990.0,Dell,100,4.05,Windows 11,Everyday Use,18.99\u2009mmAverage, 2.11\u2009kgAverage,1 Year Warranty,16\u2009inchesLarge,1920\u2009x\u20091200\u2009pixelsGood,~ 142\u2009PPIAverage,16:10 Aspect Ratio,Anti Glare,Touch Screen,8\u2009GB LPDDR5 RAMSmallest,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i5 1335U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,6 Cell BatteryGood,86\u2009Wh
Dell Vostro 3510 D585049WIN8 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),43750.0,Dell,68,4.2,Windows 11,Everyday Use,19\u2009mmAverage, 1.69\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,1\u2009TB HARD Disk,256\u2009GB SSDAverage,Intel UHD Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,41\u2009Wh
HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,HP,329,4.25,Windows 11,Performance,, 2.37\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon RX 5600M  GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5 5600H, Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell Battery,
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),68990.0,HP,102,4.15,Windows 11,Everyday Use,17.9\u2009mmSlim, 1.69\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel 1255U 1255U, 10 Cores (2P + 8E),HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),35418.0,Lenovo,61,4.6,DOS,Everyday Use,,,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics,10\u2009MB Cache,8 Threads,12th Gen Intel Core i3 1215U, Hexa Core (2P + 4E),HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,2 Cell BatteryGood,38\u2009Wh
MSI Katana 15 B12UDXK-1018IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),89990.0,MSI,77,4.2,Windows 11,Performance,24.9\u2009mmThick, 2.25\u2009kgHeavy,2 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 3050 GraphicsLarge,24\u2009MB Cache,16 Threads,12th Gen Intel Core i7 12650H, 10 Cores (6P + 4E),HDMI,,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,53.5\u2009Wh
MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),79990.0,MSI,58,4.2,Windows 11,Performance,24.9\u2009mmThick, 2.25\u2009kgHeavy,2 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 3050 GraphicsLargest,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,53.5\u2009Wh
MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),85990.0,MSI,116,4.05,Windows 11,Performance,24.9\u2009mmThick, 2.25\u2009kgHeavy,2 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR5 RAMSmallest,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsLarge,24\u2009MB Cache,16 Threads,12th Gen Intel Core i7 12650H, 10 Cores (6P + 4E),HDMI,,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,53.5\u2009Wh
HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),28990.0,HP,119,4.35,Windows 11,Performance,17.9\u2009mmSlim, 1.69\u2009kgAverage,1 Year Warranty,15\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics Graphics,4\u2009MB Cache,2 Threads,Intel Celeron  N4500, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
Acer Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,Acer,278,4.3,Windows 11,Gaming,, 2.1\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.1,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,3 Cell Battery,
Acer One 14 Z2-493 Business Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),28990.0,Acer,101,4.0,Windows 11,Everyday Use,20.9\u2009mmThick, 1.6\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon Radeon Graphics Graphics,4\u2009MB Cache,8 Threads,3rd Gen AMD Ryzen 5 3500U, Quad Core,HDMI,,WiFi,Bluetooth,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell Battery,
Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),24990.0,Acer,231,3.85,Windows 11,Everyday Use,20.9\u2009mmThick, 1.5\u2009kgAverage,1 Year Warranty,14\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,,,,8\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,AMD Radeon Graphics Graphics,4\u2009MB Cache,4 Threads,3rd Gen AMD Ryzen 3  3250U, Dual Core,HDMI,,WiFi,Bluetooth v4.2,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,36\u2009Wh
Acer Swift Edge 16 2023 Laptop (AMD Ryzen 7040 Series/ 16GB/ 1TB SSD/ Win11 Home),107399.0,Acer,79,4.75,Windows 11,Performance,12.95\u2009mmSlim, 1.23\u2009kgLight,1 Year Warranty,16\u2009inchesLarge,3840\u2009x\u20092400\u2009pixelsBest,~ 283\u2009PPIHighest,16:10 Aspect Ratio,Anti Glare,,16\u2009GB LPDDR5 RAMLargest,,1\u2009TB SSD,AMD Radeon AMD Graphics,,16 Threads,7th Gen AMD Ryzen 7040 Series 040, Octa Core,HDMI,,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,
Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),149490.0,Dell,109,4.05,Windows 11,Gaming,26.9\u2009mmThick, 2.65\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsBad,~ 141\u2009PPILow,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 4060 GraphicsAverage,24\u2009MB Cache,,13th Gen Intel Core i7 13650HX, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,6 Cell Battery,
Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990.0,Acer,103,4.35,Windows 11,Performance,18.9\u2009mmSlim, 1.78\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,,,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,Intel UHD Graphics Graphics,10\u2009MB Cache,8 Threads,13th Gen Intel Core i3 1315U, Hexa Core (2P + 4E),HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell Battery,
Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),115490.0,Dell,73,4.1,Windows 11,Gaming,26.9\u2009mmThick, 2.65\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,24\u2009MB Cache,,13th Gen Intel Core i7 13650HX, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth v5.1,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,56\u2009Wh
Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),117990.0,Dell,107,4.65,Windows 11,Gaming,26.9\u2009mmThick, 2.65\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 4050 GraphicsAverage,24\u2009MB Cache,,13th Gen Intel Core i7 13650HX, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth v5.1,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,
