Unnamed: 0,price,brand,utility,weight,warranty,display_size,ppi,touch_screen,ram,ssd,graphic,core,hdmi,backlit_keyboard,battery_capacity,processor
460,85889.0,lenovo,Performance,medium,2.0,large,medium,0,16,512,Integrated,14.0,1,1,high,Intel i7 13.0
461,55350.0,hp,Performance,medium,1.0,small,medium,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
462,453490.0,dell,Gaming,heavy,1.0,large,high,0,32,2048,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
463,339990.0,msi,Performance,heavy,3.0,large,high,0,64,2048,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
464,67990.0,dell,Performance,medium,1.0,small,medium,0,16,512,AMD,8.0,1,1,medium,AMD 7 5.0
465,323290.0,dell,Gaming,heavy,1.0,large,high,0,32,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
466,199990.0,dell,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
467,39990.0,msi,Performance,medium,1.0,medium,low,0,16,512,Integrated,4.0,1,1,medium,Intel i5 11.0
468,84990.0,msi,Performance,lite,2.0,small,high,0,16,512,NVIDIA,12.0,1,1,high,Intel i5 12.0
469,36990.0,msi,Performance,medium,1.0,medium,medium,0,16,512,Integrated,6.0,1,1,medium,Intel i3 12.0
470,34990.0,msi,Performance,medium,1.0,medium,medium,0,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
471,189999.0,gigabyte,Gaming,heavy,2.0,large,low,0,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 12.0
472,446390.0,dell,Gaming,heavy,1.0,large,high,0,64,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
473,73990.0,lenovo,Performance,lite,3.0,small,high,1,16,512,AMD,6.0,1,1,high,AMD 5 7.0
474,66500.0,lenovo,Performance,medium,1.0,small,high,1,16,512,AMD,8.0,1,1,medium,AMD 7 5.0
475,144990.0,asus,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 12.0
476,43990.0,hp,Performance,medium,1.0,medium,low,0,16,512,Integrated,6.0,1,0,medium,Intel i3 12.0
477,70990.0,asus,Performance,medium,1.0,large,medium,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
478,64990.0,lenovo,Performance,medium,1.0,small,high,1,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
479,72990.0,asus,Gaming,medium,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
480,114990.0,acer,Everyday Use,heavy,1.0,large,medium,0,8,512,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
481,302990.0,dell,Gaming,heavy,1.0,large,high,0,32,2048,NVIDIA,12.0,1,1,very_high,AMD 9 7.0
482,129990.0,acer,Everyday Use,heavy,1.0,large,medium,0,16,512,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
483,57990.0,acer,Performance,medium,1.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i5 13.0
484,98999.0,lg,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
485,69990.0,dell,Performance,lite,1.0,small,medium,0,8,512,Integrated,4.0,1,0,low,others
486,79990.0,fujitsu,Business,lite,2.0,small,high,0,16,512,Integrated,10.0,1,1,high,Intel i5 13.0
487,79990.0,fujitsu,Business,lite,2.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i7 13.0
488,126800.0,hp,Everyday Use,heavy,1.0,large,medium,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i5 12.0
489,81900.0,asus,Gaming,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,AMD 7 5.0
490,131684.0,hp,Everyday Use,lite,1.0,small,medium,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
491,125900.0,hp,Everyday Use,lite,1.0,small,high,0,16,1024,Integrated,10.0,1,1,medium,Intel i7 12.0
492,32990.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,4.0,1,0,low,others
493,127790.0,hp,Everyday Use,medium,1.0,large,medium,0,16,1024,Integrated,10.0,1,1,medium,Intel i7 12.0
494,113612.0,hp,Everyday Use,heavy,1.0,large,medium,0,16,1024,Integrated,10.0,1,1,medium,Intel i5 12.0
495,108625.0,hp,Everyday Use,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,medium,Intel i5 12.0
496,272709.0,hp,Business,medium,1.0,large,very_high,0,32,1024,NVIDIA,14.0,0,1,very_high,others
497,233498.0,hp,Business,medium,1.0,large,very_high,0,32,1024,NVIDIA,14.0,0,1,very_high,others
498,390914.0,hp,Business,medium,1.0,large,very_high,0,32,1024,NVIDIA,14.0,0,1,very_high,others
499,230593.0,hp,Business,medium,1.0,large,very_high,0,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 12.0
500,128699.0,lg,Performance,lite,1.0,large,high,0,16,1024,Integrated,12.0,1,1,very_high,Intel i7 13.0
501,278712.0,hp,Business,medium,1.0,large,very_high,0,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 12.0
502,25490.0,lenovo,Everyday Use,lite,1.0,small,low,0,4,256,Integrated,2.0,1,0,low,Intel N4020 3.0
503,119990.0,asus,Gaming,lite,1.0,small,high,0,16,512,NVIDIA,8.0,1,1,high,AMD 7 6.0
504,239761.0,hp,Business,medium,1.0,large,very_high,0,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 12.0
505,152499.0,lg,Performance,lite,1.0,large,high,1,16,1024,Integrated,12.0,0,1,very_high,Intel i7 13.0
506,78299.0,lg,Performance,medium,1.0,large,medium,1,16,512,AMD,6.0,1,1,high,AMD 5 7.0
507,50990.0,hp,Performance,medium,1.0,medium,low,0,8,256,Integrated,6.0,0,0,medium,others
508,56490.0,lenovo,Business,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,0,low,Intel i5 12.0
509,69990.0,acer,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
510,63990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 13.0
511,114990.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
512,27490.0,hp,Everyday Use,lite,1.0,medium,low,0,8,512,AMD,2.0,1,0,low,others
513,60210.0,dell,Everyday Use,medium,1.0,small,low,0,8,1024,Integrated,10.0,1,1,medium,Intel i5 13.0
514,102990.0,hp,Gaming,heavy,1.0,large,high,0,16,512,NVIDIA,8.0,1,1,very_high,Intel i5 13.0
515,109999.0,hp,Gaming,heavy,1.0,large,high,0,16,512,NVIDIA,8.0,1,1,very_high,Intel i5 13.0
516,71990.0,infinix,Performance,medium,1.0,medium,low,0,32,1024,Integrated,14.0,1,1,high,Intel i7 13.0
517,19990.0,infinix,Performance,medium,1.0,medium,low,0,4,128,Integrated,4.0,1,1,low,others
518,56990.0,lenovo,Everyday Use,lite,2.0,small,medium,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
519,23990.0,lenovo,Performance,lite,1.0,small,low,0,8,256,Integrated,2.0,1,0,low,others
520,57990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i7 11.0
521,130800.0,lenovo,Business,medium,1.0,small,medium,0,16,512,NVIDIA,4.0,1,1,medium,Intel i7 11.0
522,75990.0,msi,Gaming,medium,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
523,44990.0,lenovo,Everyday Use,lite,1.0,small,medium,0,8,512,AMD,4.0,1,1,low,AMD 3 7.0
524,94990.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
525,73990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
526,63990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 13.0
527,57990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,4.0,1,1,medium,Intel i5 11.0
528,54990.0,lenovo,Everyday Use,lite,1.0,small,medium,0,8,512,AMD,6.0,1,1,low,AMD 5 7.0
529,87680.0,hp,Performance,heavy,1.0,medium,low,1,16,512,AMD,8.0,1,1,medium,AMD 7 7.0
530,79490.0,hp,Performance,heavy,1.0,medium,low,1,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
531,96990.0,hp,Performance,heavy,1.0,medium,low,1,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
532,88680.0,hp,Performance,heavy,1.0,medium,low,1,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
533,87490.0,hp,Performance,heavy,1.0,medium,low,1,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
534,44927.0,lenovo,Performance,medium,1.0,medium,medium,0,8,512,Integrated,2.0,1,1,medium,Intel i3 11.0
535,69990.0,asus,Performance,lite,1.0,small,high,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
536,107767.0,hp,Performance,lite,1.0,small,high,0,16,512,Integrated,14.0,1,1,medium,Intel i7 12.0
537,38390.0,dell,Everyday Use,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,0,low,Intel i3 11.0
538,39990.0,hp,Performance,lite,1.0,small,low,0,8,512,AMD,4.0,1,0,low,AMD 3 7.0
539,58299.0,dell,Everyday Use,lite,1.0,small,high,1,8,1024,Integrated,6.0,1,1,medium,Intel i3 13.0
540,52990.0,hp,Performance,lite,1.0,small,medium,0,16,512,AMD,4.0,1,1,medium,AMD 5 7.0
541,59990.0,lenovo,Everyday Use,lite,1.0,small,medium,0,16,512,AMD,6.0,1,1,low,AMD 5 7.0
542,59990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
543,53990.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
544,80490.0,hp,Business,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,medium,Intel i5 13.0
545,59500.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,low,AMD 5 5.0
546,60990.0,lenovo,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
547,171990.0,msi,Performance,heavy,2.0,medium,low,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 13.0
548,66990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
549,115592.0,hp,Business,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,others
550,137456.0,hp,Business,heavy,1.0,medium,low,0,32,1024,NVIDIA,6.0,1,1,medium,others
551,52990.0,lenovo,Performance,lite,1.0,small,medium,1,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
552,52990.0,hp,Performance,medium,1.0,medium,low,0,16,512,AMD,8.0,1,0,low,AMD 7 5.0
553,47990.0,hp,Performance,lite,1.0,small,medium,0,8,512,Integrated,6.0,1,0,low,Intel i3 13.0
554,50990.0,infinix,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
555,49490.0,hp,Performance,lite,1.0,small,low,0,8,512,AMD,4.0,1,0,low,AMD 5 7.0
556,52990.0,hp,Performance,lite,1.0,small,low,0,16,512,AMD,4.0,1,0,low,AMD 5 7.0
557,115990.0,hp,Business,medium,1.0,medium,low,1,16,1024,Integrated,10.0,1,1,medium,Intel i7 13.0
558,109990.0,hp,Business,medium,1.0,medium,low,1,16,512,Integrated,10.0,1,1,medium,Intel i7 13.0
559,29990.0,acer,Everyday Use,lite,1.0,small,low,0,8,256,AMD,4.0,1,0,medium,others
560,174990.0,asus,Gaming,medium,1.0,small,high,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 9 7.0
561,62990.0,asus,Gaming,heavy,1.0,medium,low,0,8,1024,NVIDIA,6.0,1,1,medium,Intel i5 11.0
562,84980.0,dell,Everyday Use,lite,1.0,small,low,0,16,512,Integrated,10.0,1,1,medium,Intel i7 13.0
563,51990.0,lenovo,Performance,medium,1.0,medium,low,0,8,512,AMD,8.0,1,1,low,AMD 7 7.0
564,63990.0,lenovo,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,low,AMD 5 5.0
565,139990.0,hp,Business,heavy,1.0,medium,low,0,32,1024,NVIDIA,8.0,1,1,medium,AMD 7 6.0
566,36990.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,medium,Intel i3 11.0
567,92490.0,dell,Everyday Use,medium,1.0,small,high,1,8,512,Integrated,10.0,1,1,medium,Intel i7 12.0
568,69990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
569,63990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,4.0,1,1,medium,Intel i5 11.0
570,47990.0,hp,Performance,lite,1.0,small,low,0,8,512,AMD,4.0,1,0,low,AMD 5 7.0
571,99990.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,10.0,1,1,high,Intel i7 12.0
572,111990.0,msi,Gaming,medium,2.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
573,92990.0,msi,Gaming,medium,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
574,67990.0,hp,Everyday Use,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
575,46700.0,lenovo,Business,medium,1.0,small,medium,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
576,48990.0,dell,Everyday Use,medium,1.0,large,low,0,8,512,Integrated,6.0,1,0,medium,Intel i3 12.0
577,20890.0,hp,Everyday Use,lite,1.0,medium,low,0,4,256,AMD,2.0,1,0,low,others
578,61000.0,lenovo,Business,medium,1.0,small,medium,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
579,45499.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,6.0,1,1,low,AMD 5 5.0
580,62290.0,dell,Everyday Use,medium,1.0,large,medium,0,8,512,AMD,6.0,1,1,medium,AMD 5 7.0
581,30990.0,acer,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,4.0,1,0,medium,AMD 3 7.0
582,30990.0,acer,Performance,medium,1.0,medium,low,0,8,256,Integrated,8.0,1,0,low,others
583,33990.0,lenovo,Everyday Use,medium,1.0,medium,medium,0,8,512,AMD,4.0,1,0,medium,AMD 3 7.0
584,58990.0,hp,Performance,lite,1.0,small,medium,0,8,512,Integrated,4.0,1,1,low,Intel i5 11.0
585,199990.0,others,Gaming,medium,1.0,small,high,0,32,1024,NVIDIA,8.0,1,1,high,AMD 9 7.0
586,62990.0,msi,Everyday Use,heavy,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
587,74990.0,msi,Everyday Use,heavy,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
588,93490.0,msi,Everyday Use,heavy,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,AMD 7 7.0
589,59990.0,msi,Everyday Use,heavy,2.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
590,109990.0,msi,Performance,heavy,1.0,large,low,0,16,1024,Integrated,8.0,1,1,medium,AMD 7 7.0
591,109990.0,msi,Performance,heavy,1.0,medium,low,0,16,1024,Integrated,8.0,1,1,medium,AMD 7 7.0
592,49990.0,msi,Performance,medium,2.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,Intel i5 12.0
593,61990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i7 11.0
594,50749.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,medium,Intel i5 12.0
595,100990.0,msi,Performance,heavy,1.0,medium,low,0,16,1024,Integrated,8.0,1,1,medium,AMD 7 7.0
596,100990.0,msi,Performance,heavy,1.0,large,low,0,16,1024,Integrated,8.0,1,1,medium,AMD 7 7.0
597,84990.0,msi,Performance,heavy,1.0,medium,low,0,16,512,Integrated,6.0,1,1,medium,AMD 5 7.0
598,65990.0,hp,Everyday Use,lite,1.0,small,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
599,80990.0,dell,Everyday Use,medium,1.0,large,low,0,16,512,NVIDIA,12.0,1,1,medium,Intel i5 12.0
600,72999.0,hp,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,medium,Intel i5 13.0
601,110990.0,lenovo,Business,medium,1.0,small,medium,0,16,512,Integrated,12.0,1,1,medium,Intel i7 12.0
602,60990.0,msi,Performance,lite,1.0,small,medium,0,8,512,Integrated,10.0,1,1,medium,Intel i7 12.0
603,53990.0,msi,Performance,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i7 12.0
604,82990.0,msi,Performance,lite,2.0,small,high,0,8,512,Integrated,12.0,1,1,very_high,Intel i5 12.0
605,68490.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
606,52990.0,msi,Performance,medium,2.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
607,303490.0,dell,Everyday Use,heavy,1.0,large,very_high,1,32,1024,NVIDIA,14.0,0,1,very_high,Intel i7 13.0
608,201990.0,dell,Business,lite,1.0,small,high,1,32,1024,Integrated,12.0,0,1,medium,Intel i7 13.0
609,279490.0,dell,Everyday Use,medium,1.0,medium,very_high,1,32,1024,NVIDIA,14.0,0,1,very_high,Intel i7 13.0
610,286200.0,lenovo,Gaming,heavy,1.0,large,high,0,32,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
611,169175.0,lenovo,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
612,157544.0,lenovo,Gaming,heavy,1.0,large,low,0,16,1024,NVIDIA,12.0,1,1,very_high,Intel i5 13.0
613,75999.0,lenovo,Business,medium,1.0,small,medium,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
614,133000.0,lenovo,Business,medium,1.0,small,medium,0,16,512,Integrated,10.0,1,1,low,Intel i7 12.0
615,205000.0,lg,Performance,lite,1.0,large,high,1,8,256,Integrated,12.0,0,1,very_high,Intel i5 13.0
616,142990.0,lg,Performance,lite,1.0,large,high,0,16,1024,Integrated,12.0,1,1,very_high,Intel i7 13.0
617,146990.0,lg,Performance,lite,1.0,large,medium,0,16,1024,Integrated,12.0,1,1,very_high,Intel i7 13.0
618,89799.0,lg,Performance,medium,1.0,large,medium,1,16,512,AMD,8.0,1,1,high,AMD 7 7.0
619,15990.0,others,Performance,medium,1.0,medium,low,0,4,256,Integrated,2.0,1,0,low,Intel N4020 3.0
620,59990.0,msi,Performance,lite,1.0,small,medium,0,16,512,AMD,8.0,1,1,low,AMD 7 7.0
621,40890.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,6.0,1,0,low,AMD 5 5.0
622,37990.0,msi,Performance,lite,1.0,small,medium,0,16,512,Integrated,6.0,1,1,medium,Intel i3 12.0
623,63990.0,asus,Performance,lite,1.0,small,high,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
624,35990.0,lenovo,Performance,medium,1.0,medium,low,0,8,512,AMD,6.0,1,0,low,AMD 5 5.0
625,41490.0,lenovo,Performance,medium,1.0,medium,low,0,8,512,AMD,6.0,1,0,low,AMD 5 5.0
626,53990.0,asus,Performance,medium,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
627,64990.0,asus,Performance,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,AMD 7 5.0
628,59990.0,hp,Gaming,heavy,1.0,large,low,0,8,512,NVIDIA,6.0,1,1,high,Intel i5 11.0
629,51990.0,acer,Performance,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
630,37990.0,asus,Everyday Use,medium,1.0,small,medium,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
631,31499.0,lenovo,Performance,medium,1.0,medium,medium,0,8,512,AMD,4.0,1,0,low,AMD 3 7.0
632,35990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,1,low,Intel i3 11.0
633,94990.0,asus,Performance,medium,1.0,medium,high,0,16,1024,Integrated,12.0,1,1,high,Intel i5 13.0
634,208990.0,dell,Gaming,medium,1.0,small,high,0,16,1024,NVIDIA,10.0,1,1,very_high,Intel i7 13.0
635,36990.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
636,74000.0,lenovo,Performance,lite,3.0,small,medium,0,16,512,Integrated,4.0,1,1,low,Intel i5 11.0
637,31990.0,lenovo,Performance,medium,1.0,medium,medium,0,8,512,AMD,4.0,1,0,low,AMD 3 7.0
638,51999.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,low,Intel i5 12.0
639,49990.0,lenovo,Everyday Use,lite,1.0,small,medium,0,8,512,Integrated,10.0,1,0,low,Intel i5 12.0
640,36490.0,lenovo,Everyday Use,lite,1.0,small,medium,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
641,57990.0,acer,Performance,heavy,1.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
642,35990.0,lenovo,Performance,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,1,low,Intel i3 11.0
643,61601.0,lenovo,Performance,medium,1.0,medium,medium,0,16,512,Integrated,4.0,1,1,low,Intel i7 11.0
644,67990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 13.0
645,59990.0,lenovo,Performance,medium,1.0,medium,low,0,16,512,AMD,8.0,1,0,low,AMD 7 5.0
646,44990.0,acer,Performance,medium,1.0,medium,low,0,8,512,Integrated,4.0,1,0,low,Intel i5 11.0
647,164990.0,gigabyte,Performance,lite,2.0,small,high,0,16,1024,NVIDIA,14.0,1,1,high,Intel i7 13.0
648,304990.0,dell,Everyday Use,heavy,1.0,medium,low,0,32,1024,NVIDIA,14.0,1,1,very_high,others
649,36490.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,high,Intel i3 11.0
650,44090.0,hp,Performance,medium,1.0,medium,low,0,8,1024,Integrated,6.0,1,0,medium,Intel i3 12.0
651,41990.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,4.0,1,1,medium,AMD 5 7.0
652,124199.0,lg,Performance,lite,1.0,large,high,0,16,512,Integrated,12.0,1,1,very_high,Intel i7 13.0
653,59990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,4.0,1,1,medium,Intel i5 11.0
654,82990.0,lenovo,Performance,lite,1.0,small,medium,1,16,512,Integrated,10.0,1,1,medium,Intel i7 12.0
655,65990.0,lenovo,Business,medium,1.0,medium,medium,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
656,66990.0,infinix,Performance,medium,1.0,medium,low,0,16,512,Integrated,14.0,1,1,high,Intel i7 13.0
657,53990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
658,56600.0,hp,Everyday Use,lite,1.0,medium,low,0,8,512,AMD,6.0,1,0,low,Intel i3 12.0
659,127000.0,lg,Performance,lite,1.0,small,high,1,8,512,Integrated,12.0,1,1,high,Intel i5 13.0
660,80990.0,dell,Performance,lite,1.0,small,medium,0,8,512,Integrated,4.0,1,0,high,Intel i5 11.0
661,52990.0,lenovo,Everyday Use,lite,1.0,small,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
662,73889.0,lenovo,Performance,medium,1.0,medium,low,0,16,512,NVIDIA,4.0,1,1,medium,others
663,67999.0,hp,Gaming,heavy,1.0,large,low,0,8,512,NVIDIA,6.0,1,1,high,Intel i5 11.0
664,173990.0,dell,Gaming,heavy,1.0,large,low,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
665,163790.0,dell,Gaming,heavy,1.0,large,low,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
666,29490.0,hp,Everyday Use,lite,1.0,small,low,0,8,512,Integrated,4.0,1,0,medium,others
667,38889.0,lenovo,Performance,medium,2.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
668,34990.0,acer,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
669,76490.0,dell,Everyday Use,lite,1.0,small,high,1,8,512,Integrated,10.0,1,1,medium,Intel i5 13.0
670,48990.0,infinix,Everyday Use,lite,1.0,small,medium,0,16,512,Integrated,4.0,1,1,medium,Intel i7 11.0
671,66499.0,dell,Everyday Use,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
672,72450.0,dell,Everyday Use,lite,1.0,small,low,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
673,81989.0,dell,Everyday Use,lite,1.0,small,low,0,16,512,Integrated,10.0,1,1,medium,Intel i7 13.0
674,76990.0,hp,Performance,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,high,AMD 7 5.0
675,26990.0,asus,Performance,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,1,low,Intel N4020 3.0
676,63990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 13.0
677,47990.0,hp,Business,lite,1.0,small,medium,0,8,512,AMD,8.0,1,1,low,AMD 7 5.0
678,247999.0,msi,Performance,heavy,3.0,large,high,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
679,93990.0,dell,Everyday Use,heavy,1.0,large,medium,1,8,512,Integrated,10.0,1,1,very_high,Intel i5 13.0
680,43750.0,dell,Everyday Use,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,0,low,Intel i3 11.0
681,54990.0,hp,Performance,heavy,1.0,medium,low,0,8,512,AMD,6.0,1,1,high,AMD 5 5.0
682,68990.0,hp,Everyday Use,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,others
683,35418.0,lenovo,Everyday Use,lite,1.0,small,medium,0,8,512,Integrated,6.0,1,0,low,Intel i3 12.0
684,89990.0,msi,Performance,heavy,2.0,medium,low,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 12.0
685,79990.0,msi,Performance,heavy,2.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,medium,Intel i5 12.0
686,85990.0,msi,Performance,heavy,2.0,medium,low,0,8,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
687,28990.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel N4500 3.0
688,48990.0,acer,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
689,28990.0,acer,Everyday Use,medium,1.0,small,low,0,8,512,AMD,4.0,1,0,medium,others
690,24990.0,acer,Everyday Use,lite,1.0,small,low,0,8,512,AMD,2.0,1,0,low,others
691,107399.0,acer,Performance,lite,1.0,large,very_high,0,16,1024,AMD,8.0,1,1,high,others
692,149490.0,dell,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
693,115490.0,dell,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,14.0,1,1,high,Intel i7 13.0
