Unnamed: 0,price,brand,utility,weight,warranty,display_size,ppi,touch_screen,ram,ssd,graphic,core,hdmi,backlit_keyboard,battery_capacity,processor
226,42990.0,hp,Performance,lite,1.0,small,medium,0,8,512,Integrated,6.0,1,1,low,Intel i3 12.0
227,429990.0,asus,Gaming,heavy,1.0,large,very_high,0,32,2048,NVIDIA,16.0,1,1,very_high,AMD 9 7.0
228,30990.0,acer,Everyday Use,medium,1.0,medium,low,0,8,256,Integrated,8.0,1,0,low,others
229,116990.0,msi,Performance,heavy,2.0,medium,low,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 13.0
230,67990.0,hp,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
231,89990.0,samsung,Business,medium,1.0,medium,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i7 13.0
232,76990.0,samsung,Business,medium,1.0,medium,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
233,42990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,medium,Intel i3 12.0
234,154990.0,msi,Performance,heavy,2.0,large,low,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
235,281990.0,samsung,Business,medium,1.0,large,medium,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
236,46990.0,lenovo,Performance,medium,1.0,medium,medium,0,16,512,AMD,6.0,1,1,high,AMD 5 5.0
237,163990.0,samsung,Everyday Use,medium,1.0,large,high,1,16,512,Integrated,12.0,1,1,very_high,Intel i7 13.0
238,138990.0,samsung,Everyday Use,lite,1.0,medium,low,1,16,1024,Integrated,12.0,1,1,high,Intel i7 13.0
239,109990.0,samsung,Everyday Use,lite,1.0,small,high,1,16,512,Integrated,10.0,1,1,high,Intel i7 13.0
240,34000.0,asus,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,1,low,Intel i3 11.0
241,12990.0,others,Everyday Use,lite,1.0,small,low,0,4,0,Integrated,8.0,0,0,low,others
242,56490.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,AMD,6.0,1,1,medium,AMD 5 5.0
243,67990.0,hp,Business,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,low,Intel i5 12.0
244,199900.0,apple,Performance,medium,1.0,medium,very_high,0,16,512,Integrated,10.0,1,1,high,Apple M2 2.0
245,84844.0,hp,Performance,lite,1.0,small,very_high,1,16,512,Integrated,10.0,0,1,high,Intel i5 12.0
246,69000.0,acer,Everyday Use,heavy,1.0,medium,low,0,16,512,NVIDIA,12.0,1,1,medium,Intel i5 12.0
247,65439.0,hp,Performance,lite,1.0,small,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
248,59990.0,lenovo,Everyday Use,lite,3.0,small,medium,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
249,67990.0,lenovo,Business,medium,1.0,small,medium,0,8,512,Integrated,10.0,1,1,medium,Intel i5 12.0
250,54990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,low,Intel i5 12.0
251,62990.0,asus,Performance,lite,1.0,small,medium,1,16,512,Integrated,12.0,1,1,low,Intel i5 12.0
252,86800.0,msi,Performance,heavy,2.0,large,high,0,16,1024,NVIDIA,14.0,1,1,medium,Intel i7 12.0
253,16990.0,asus,Performance,lite,1.0,small,low,0,4,0,Integrated,2.0,0,1,medium,Intel N4020 3.0
254,86990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
255,23990.0,acer,Everyday Use,lite,1.0,small,low,0,8,256,AMD,2.0,1,0,medium,others
256,79990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
257,179990.0,asus,Performance,heavy,1.0,large,very_high,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 12.0
258,104990.0,asus,Gaming,heavy,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,high,AMD 7 6.0
259,55990.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,medium,Intel i5 12.0
260,41990.0,hp,Performance,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,0,low,Intel i3 11.0
261,54990.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
262,46199.0,hp,Performance,medium,1.0,medium,low,0,16,512,AMD,6.0,1,1,low,AMD 5 5.0
263,56690.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
264,67536.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
265,58990.0,asus,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,high,Intel i5 11.0
266,45990.0,dell,Everyday Use,lite,1.0,small,medium,0,8,512,Integrated,4.0,1,0,medium,Intel i5 11.0
267,52128.0,acer,Everyday Use,medium,1.0,medium,low,0,8,512,NVIDIA,12.0,1,1,medium,Intel i5 12.0
268,54990.0,msi,Gaming,medium,2.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i7 11.0
269,103060.0,hp,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,12.0,1,1,high,Intel i5 13.0
270,136990.0,apple,Performance,lite,1.0,small,high,0,8,512,Integrated,8.0,0,1,high,Apple M2 2.0
271,118990.0,apple,Performance,lite,1.0,small,high,0,8,256,Integrated,8.0,0,1,high,Apple M2 2.0
272,58366.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,medium,Intel i5 12.0
273,74990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,medium,Intel i5 12.0
274,74990.0,asus,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 12.0
275,56990.0,hp,Performance,lite,1.0,small,medium,0,16,512,AMD,6.0,1,1,low,AMD 5 5.0
276,16990.0,others,Performance,lite,1.0,medium,medium,0,4,128,Integrated,2.0,1,0,low,Intel N4020 3.0
277,62990.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,12.0,1,1,low,Intel i5 12.0
278,58990.0,dell,Everyday Use,medium,1.0,large,medium,0,16,512,AMD,6.0,1,1,medium,AMD 5 5.0
279,51149.0,hp,Performance,lite,1.0,small,medium,0,8,512,AMD,6.0,1,1,medium,AMD 5 5.0
280,88990.0,asus,Gaming,heavy,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,high,AMD 7 6.0
281,43700.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,6.0,1,0,low,AMD 5 5.0
282,82990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,medium,AMD 7 5.0
283,62790.0,dell,Everyday Use,medium,1.0,medium,low,0,8,256,NVIDIA,4.0,1,0,medium,Intel i5 11.0
284,45989.0,others,Everyday Use,medium,1.0,medium,high,0,8,512,Integrated,4.0,1,1,low,Intel i5 11.0
285,57990.0,hp,Gaming,medium,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
286,49999.0,lenovo,Everyday Use,lite,1.0,small,high,1,8,512,Integrated,4.0,0,1,low,Intel i5 11.0
287,32990.0,others,Performance,medium,2.0,medium,low,0,8,512,AMD,4.0,1,1,low,others
288,65999.0,dell,Everyday Use,lite,1.0,small,low,0,8,512,Integrated,4.0,1,0,medium,others
289,109990.0,apple,Performance,lite,1.0,small,high,0,8,512,Integrated,8.0,0,1,medium,Apple M2 2.0
290,100990.0,msi,Gaming,heavy,2.0,medium,low,0,32,512,NVIDIA,6.0,1,1,medium,others
291,22990.0,others,Performance,lite,1.0,small,medium,0,8,512,AMD,4.0,1,0,low,others
292,72999.0,apple,Business,lite,1.0,small,high,0,8,256,Integrated,4.0,0,1,medium,others
293,201498.0,apple,Business,heavy,1.0,large,high,0,32,2048,Integrated,8.0,0,1,very_high,others
294,90464.0,hp,Performance,lite,3.0,small,medium,0,8,512,Integrated,4.0,1,0,medium,others
295,87990.0,dell,Performance,lite,1.0,small,high,0,8,256,Integrated,4.0,1,0,medium,others
296,84999.0,dell,Gaming,heavy,1.0,medium,very_high,0,16,0,NVIDIA,6.0,1,1,high,others
297,99990.0,lenovo,Performance,lite,1.0,medium,high,0,16,1024,Integrated,14.0,1,1,very_high,Intel i7 13.0
298,129990.0,lenovo,Performance,lite,1.0,medium,high,0,16,1024,Integrated,14.0,1,1,very_high,Intel i7 13.0
299,43890.0,hp,Performance,medium,1.0,medium,low,0,8,512,AMD,4.0,1,1,low,AMD 3 7.0
300,49800.0,dell,Everyday Use,medium,1.0,medium,low,0,16,512,AMD,6.0,1,1,low,AMD 5 5.0
301,74999.0,dell,Business,medium,1.0,medium,low,0,16,1024,Integrated,10.0,1,0,low,Intel i5 13.0
302,42990.0,acer,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,5.0,1,0,medium,Intel i3 13.0
303,58990.0,acer,Everyday Use,lite,1.0,small,medium,0,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
304,415000.0,hp,Everyday Use,medium,1.0,large,high,1,16,1024,Integrated,10.0,0,0,very_high,Intel i7 12.0
305,74990.0,fujitsu,Everyday Use,lite,2.0,small,high,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
306,89990.0,fujitsu,Everyday Use,lite,2.0,small,high,0,16,1024,Integrated,10.0,1,1,medium,Intel i7 13.0
307,71590.0,asus,Everyday Use,medium,1.0,medium,low,0,16,1024,AMD,8.0,1,1,medium,AMD 7 7.0
308,90440.0,dell,Everyday Use,medium,1.0,small,high,1,8,512,AMD,6.0,1,1,medium,AMD 5 7.0
309,44990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,6.0,1,1,low,Intel i3 12.0
310,72990.0,acer,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
311,52850.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
312,73990.0,hp,Performance,medium,1.0,medium,low,0,16,1024,Integrated,10.0,1,1,low,Intel i5 13.0
313,84990.0,asus,Gaming,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,AMD 7 6.0
314,65990.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
315,111490.0,lenovo,Performance,lite,1.0,small,high,1,16,512,AMD,12.0,1,1,high,Intel i7 13.0
316,89990.0,lenovo,Performance,lite,1.0,small,high,1,16,512,Integrated,10.0,1,1,medium,Intel i7 13.0
317,60490.0,lenovo,Everyday Use,medium,1.0,medium,low,0,16,512,Integrated,4.0,1,1,low,Intel i7 11.0
318,51990.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,low,Intel i5 12.0
319,91999.0,lenovo,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
320,66389.0,lenovo,Everyday Use,lite,1.0,small,high,0,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
321,69990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,1024,NVIDIA,6.0,1,1,medium,AMD 5 5.0
322,73990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,medium,AMD 7 5.0
323,28490.0,hp,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,2.0,1,0,low,others
324,76990.0,lenovo,Everyday Use,medium,1.0,large,medium,0,16,1024,Integrated,12.0,1,1,high,Intel i5 13.0
325,69450.0,lenovo,Performance,lite,1.0,small,high,0,16,512,Integrated,8.0,1,1,high,Intel i5 13.0
326,88990.0,asus,Performance,medium,1.0,large,medium,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 12.0
327,42990.0,lenovo,Performance,medium,1.0,medium,medium,0,8,512,Integrated,6.0,1,0,medium,Intel i3 12.0
328,84990.0,gigabyte,Gaming,heavy,2.0,medium,low,0,8,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
329,43990.0,lenovo,Business,medium,1.0,medium,low,0,8,512,AMD,4.0,1,0,medium,AMD 5 7.0
330,63700.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
331,36990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
332,64990.0,dell,Business,medium,1.0,medium,low,0,8,1024,Integrated,10.0,1,0,low,Intel i5 13.0
333,90990.0,asus,Gaming,heavy,1.0,medium,low,0,16,1024,NVIDIA,6.0,1,1,very_high,Intel i7 12.0
334,78652.0,lenovo,Performance,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
335,114990.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,10.0,1,1,high,Intel i7 12.0
336,64800.0,hp,Performance,medium,1.0,small,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
337,27990.0,lenovo,Performance,medium,1.0,medium,low,0,8,256,Integrated,2.0,1,0,low,others
338,20990.0,asus,Performance,medium,1.0,small,medium,1,4,64,Integrated,2.0,0,0,medium,Intel N4500 3.0
339,20990.0,asus,Performance,medium,1.0,medium,low,0,8,64,Integrated,2.0,0,0,low,Intel N4500 3.0
340,15990.0,asus,Performance,medium,1.0,medium,low,0,4,64,Integrated,2.0,0,0,low,Intel N4500 3.0
341,16990.0,asus,Performance,medium,1.0,medium,low,0,4,128,Integrated,2.0,0,0,low,Intel N4500 3.0
342,16990.0,asus,Performance,lite,1.0,small,medium,0,4,128,Integrated,2.0,0,0,medium,Intel N4500 3.0
343,18990.0,asus,Performance,lite,1.0,small,medium,0,4,64,Integrated,2.0,0,0,medium,Intel N4500 3.0
344,43990.0,asus,Performance,medium,1.0,large,medium,0,8,512,Integrated,6.0,1,1,low,Intel i3 12.0
345,94990.0,gigabyte,Gaming,heavy,2.0,medium,low,0,8,512,NVIDIA,12.0,1,1,medium,Intel i5 12.0
346,130000.0,gigabyte,Gaming,heavy,2.0,large,medium,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 13.0
347,33400.0,hp,Performance,medium,1.0,medium,low,0,8,256,AMD,6.0,1,1,low,AMD 5 5.0
348,58990.0,lenovo,Performance,lite,1.0,small,high,1,16,512,Integrated,6.0,1,1,medium,Intel i3 13.0
349,69990.0,lenovo,Everyday Use,lite,1.0,small,high,0,16,512,AMD,8.0,1,1,medium,AMD 7 7.0
350,103000.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,10.0,1,1,high,Intel i7 12.0
351,86990.0,fujitsu,Business,lite,2.0,small,high,0,16,512,Integrated,10.0,1,1,high,Intel i5 13.0
352,63990.0,lenovo,Everyday Use,lite,1.0,small,high,0,16,512,AMD,8.0,1,1,high,AMD 7 7.0
353,96990.0,lenovo,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i7 13.0
354,51990.0,lenovo,Everyday Use,medium,1.0,medium,medium,0,16,512,AMD,4.0,1,0,medium,AMD 5 7.0
355,48990.0,lenovo,Everyday Use,medium,1.0,medium,medium,0,8,512,AMD,4.0,1,0,medium,AMD 5 7.0
356,62990.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
357,79990.0,asus,Performance,medium,1.0,large,medium,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
358,79990.0,asus,Performance,medium,1.0,large,medium,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
359,94990.0,asus,Gaming,medium,1.0,large,very_high,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
360,63500.0,msi,Gaming,medium,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
361,91990.0,msi,Gaming,heavy,2.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
362,47750.0,lenovo,Business,medium,1.0,medium,medium,0,8,512,Integrated,6.0,1,1,low,Intel i3 12.0
363,95790.0,lenovo,Performance,lite,1.0,small,high,1,16,512,AMD,8.0,1,1,high,AMD 7 7.0
364,79000.0,lenovo,Business,medium,3.0,small,low,0,8,512,Integrated,4.0,1,1,medium,Intel i5 11.0
365,72990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,high,AMD 5 5.0
366,41990.0,acer,Performance,medium,1.0,small,low,0,8,512,AMD,6.0,1,0,medium,AMD 5 5.0
367,44990.0,acer,Performance,medium,1.0,small,low,0,16,512,AMD,6.0,1,0,medium,AMD 5 5.0
368,40990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
369,38990.0,asus,Performance,lite,1.0,small,low,0,8,512,AMD,4.0,1,1,medium,AMD 3 7.0
370,44600.0,lenovo,Business,medium,1.0,small,low,0,8,512,Integrated,4.0,1,0,low,Intel i5 11.0
371,190721.0,hp,Gaming,heavy,1.0,large,high,0,32,1024,NVIDIA,8.0,1,1,very_high,AMD 9 7.0
372,54990.0,hp,Gaming,medium,1.0,medium,low,0,8,512,AMD,6.0,1,1,medium,AMD 5 5.0
373,84490.0,dell,Everyday Use,lite,1.0,small,low,0,16,1024,Integrated,10.0,1,1,medium,Intel i7 13.0
374,38990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,medium,Intel i3 11.0
375,109990.0,fujitsu,Business,lite,2.0,small,high,1,16,1024,Integrated,12.0,1,1,high,Intel i7 13.0
376,61990.0,asus,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
377,57990.0,asus,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
378,64999.0,hp,Gaming,medium,1.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,AMD 5 7.0
379,52990.0,lenovo,Performance,medium,1.0,medium,low,0,16,512,AMD,8.0,1,1,low,AMD 7 5.0
380,176108.0,hp,Everyday Use,heavy,1.0,large,low,0,16,512,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
381,58850.0,lenovo,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,4.0,1,1,low,Intel i5 11.0
382,60990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,AMD 5 5.0
383,49990.0,msi,Performance,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i7 12.0
384,38990.0,asus,Performance,lite,1.0,small,low,0,8,512,AMD,4.0,1,1,medium,AMD 3 7.0
385,249990.0,msi,Performance,medium,2.0,large,very_high,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
386,44990.0,acer,Performance,lite,1.0,small,medium,0,8,512,Integrated,8.0,1,0,low,others
387,39990.0,lenovo,Performance,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
388,68990.0,lenovo,Performance,medium,2.0,small,medium,0,16,512,Integrated,8.0,1,1,high,Intel i5 13.0
389,87490.0,lenovo,Performance,lite,1.0,small,high,0,16,512,Integrated,10.0,1,1,high,Intel i7 13.0
390,39399.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
391,45990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,1024,Integrated,5.0,1,0,low,Intel i3 13.0
392,49490.0,dell,Everyday Use,medium,1.0,medium,medium,0,8,1024,AMD,4.0,1,0,low,AMD 5 7.0
393,35990.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,4.0,1,1,low,others
394,98990.0,dell,Everyday Use,lite,1.0,small,high,0,16,1024,Integrated,12.0,1,1,high,Intel i7 13.0
395,86990.0,dell,Everyday Use,lite,1.0,small,high,0,16,1024,Integrated,12.0,1,1,medium,Intel i5 13.0
396,84990.0,dell,Everyday Use,lite,1.0,small,high,1,16,1024,Integrated,10.0,1,1,medium,Intel i5 13.0
397,65290.0,hp,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,high,AMD 5 5.0
398,82990.0,lenovo,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
399,74990.0,hp,Performance,medium,1.0,medium,low,0,16,1024,Integrated,10.0,1,1,low,Intel i5 13.0
400,138990.0,msi,Performance,heavy,2.0,large,low,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 12.0
401,87990.0,msi,Performance,medium,1.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
402,94990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
403,74990.0,lenovo,Performance,medium,1.0,large,medium,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
404,113990.0,msi,Performance,heavy,2.0,large,low,0,16,1024,NVIDIA,10.0,1,1,medium,Intel i7 12.0
405,103990.0,msi,Performance,heavy,2.0,large,low,0,8,1024,NVIDIA,10.0,1,1,medium,Intel i7 12.0
406,189990.0,msi,Performance,heavy,2.0,large,low,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
407,134990.0,msi,Performance,heavy,2.0,large,low,0,8,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
408,49990.0,msi,Performance,medium,2.0,medium,low,0,8,512,NVIDIA,6.0,1,1,medium,Intel i5 12.0
409,38890.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,medium,Intel i3 11.0
410,116463.0,hp,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,12.0,1,1,high,Intel i5 13.0
411,109990.0,hp,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,14.0,1,1,high,Intel i7 13.0
412,277278.0,hp,Performance,heavy,1.0,large,high,0,32,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
413,153625.0,hp,Performance,heavy,1.0,large,high,0,16,512,NVIDIA,14.0,1,1,very_high,Intel i5 13.0
414,56999.0,hp,Gaming,heavy,1.0,medium,low,0,8,512,AMD,6.0,1,1,medium,AMD 5 5.0
415,149990.0,gigabyte,Gaming,heavy,2.0,medium,high,0,16,1024,NVIDIA,12.0,1,1,very_high,Intel i5 12.0
416,78990.0,lenovo,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
417,58990.0,lenovo,Everyday Use,lite,1.0,small,high,0,16,512,AMD,6.0,1,1,high,AMD 5 7.0
418,40990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
419,108274.0,hp,Performance,lite,1.0,small,very_high,1,16,512,Integrated,10.0,0,1,high,Intel i7 12.0
420,32999.0,others,Everyday Use,lite,1.0,medium,very_high,0,16,512,Integrated,4.0,1,0,high,others
421,101990.0,hp,Gaming,heavy,1.0,large,low,0,16,512,NVIDIA,8.0,1,1,very_high,Intel i5 13.0
422,231746.0,hp,Business,lite,1.0,small,high,1,16,512,Integrated,10.0,1,1,high,Intel i7 13.0
423,69990.0,asus,Gaming,medium,1.0,medium,low,0,16,512,NVIDIA,6.0,1,1,high,AMD 5 5.0
424,94990.0,asus,Performance,medium,1.0,large,medium,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
425,165601.0,acer,Performance,heavy,1.0,large,medium,0,16,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
426,85990.0,msi,Performance,heavy,2.0,medium,low,0,8,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
427,76990.0,asus,Gaming,medium,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,high,AMD 7 5.0
428,71990.0,lenovo,Performance,medium,2.0,small,medium,0,16,512,Integrated,8.0,1,1,high,Intel i5 13.0
429,84990.0,asus,Performance,lite,1.0,small,high,1,16,512,Integrated,14.0,1,1,high,Intel i7 12.0
430,37990.0,asus,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,1,low,Intel i3 11.0
431,186592.0,hp,Gaming,heavy,1.0,large,high,0,16,512,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
432,79990.0,hp,Everyday Use,medium,1.0,small,medium,1,16,512,Integrated,10.0,1,1,low,Intel i5 13.0
433,91490.0,lenovo,Gaming,heavy,1.0,medium,high,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
434,97990.0,lenovo,Gaming,heavy,1.0,medium,high,0,16,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
435,117574.0,gigabyte,Performance,heavy,2.0,medium,low,0,8,512,NVIDIA,12.0,1,1,very_high,Intel i5 12.0
436,59990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 12.0
437,99990.0,lenovo,Gaming,heavy,1.0,medium,high,0,16,512,NVIDIA,8.0,1,1,high,AMD 7 7.0
438,279990.0,msi,Gaming,heavy,2.0,large,high,0,32,1024,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
439,344990.0,msi,Gaming,heavy,2.0,large,high,0,32,2048,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
440,44990.0,acer,Performance,medium,1.0,medium,low,0,8,512,NVIDIA,4.0,1,1,low,Intel i5 11.0
441,60990.0,lenovo,Everyday Use,lite,1.0,small,medium,0,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
442,23990.0,asus,Performance,medium,1.0,medium,low,0,4,256,Integrated,2.0,1,0,low,Intel N4020 3.0
443,128599.0,hp,Gaming,heavy,1.0,large,low,0,16,512,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
444,138990.0,hp,Performance,heavy,1.0,large,high,0,16,512,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
445,51147.0,hp,Performance,lite,1.0,small,low,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
446,54990.0,lenovo,Business,lite,1.0,small,high,1,16,256,AMD,4.0,1,1,medium,others
447,52990.0,infinix,Performance,medium,1.0,medium,low,0,16,1024,Integrated,4.0,1,1,medium,Intel i7 11.0
448,66990.0,acer,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,8.0,1,1,high,Intel i5 12.0
449,119888.0,lenovo,Performance,lite,1.0,small,medium,1,16,1024,Integrated,4.0,1,1,high,Intel i5 11.0
450,23490.0,hp,Everyday Use,medium,1.0,medium,low,0,4,256,AMD,2.0,1,0,low,others
451,76889.0,lenovo,Performance,lite,1.0,small,high,1,16,512,AMD,6.0,1,1,high,AMD 5 7.0
452,96490.0,dell,Everyday Use,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i7 13.0
453,84490.0,dell,Everyday Use,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
454,256990.0,dell,Everyday Use,medium,1.0,medium,very_high,1,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 13.0
455,40900.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
456,69900.0,dell,Performance,medium,1.0,medium,low,0,16,512,NVIDIA,4.0,1,1,high,Intel i5 11.0
457,211199.0,gigabyte,Gaming,heavy,2.0,large,low,0,16,1024,NVIDIA,14.0,0,1,very_high,Intel i7 12.0
458,77990.0,msi,Performance,lite,1.0,small,medium,0,16,512,Integrated,12.0,1,1,medium,Intel i5 12.0
459,199990.0,hp,Performance,heavy,1.0,large,high,0,16,1024,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
